instrument_id,instrument_type,balance_account,amount,currency,start_date,maturity_date,interest_rate,counterparty_id,counterparty_type,as_of_date,is_transactional,stable_portion,avg_life_days,data_source,version
CURR_ACC_00000041,current_account,40802,45438.188085713344,RUB,2021-11-25,,0.0009985576864618788,CPTY_CORPORATE_00041,corporate,2024-12-31,True,0.30180272316971624,260,mock_generator,1.0
CURR_ACC_00000042,current_account,40703,15644.989055425709,RUB,2024-10-24,,0.0014249662015404885,CPTY_RETAIL_00042,retail,2024-12-31,True,0.5492599002388276,355,mock_generator,1.0
CURR_ACC_00000043,current_account,40817,7856191.500553433,RUB,2023-05-10,,0.0033035040921769077,CPTY_CORPORATE_00043,corporate,2024-12-31,True,0.3664001126335391,93,mock_generator,1.0
CURR_ACC_00000044,current_account,40703,5816.611348783083,CNY,2022-10-18,,0.0016730538014516556,CPTY_CORPORATE_00044,corporate,2024-12-31,True,0.3905444399652361,175,mock_generator,1.0
CURR_ACC_00000045,current_account,40703,17.497553250077356,USD,2022-02-27,,0.004297773028410299,CPTY_RETAIL_00045,retail,2024-12-31,True,0.6338427638865426,244,mock_generator,1.0
CURR_ACC_00000046,current_account,40703,20462.431259352863,RUB,2022-12-29,,0.0035591511134101857,CPTY_RETAIL_00046,retail,2024-12-31,True,0.6793670086662529,296,mock_generator,1.0
CURR_ACC_00000047,current_account,40702,7840.1992303465295,RUB,2021-12-21,,0.0006197390180965213,CPTY_RETAIL_00047,retail,2024-12-31,True,0.5961643373892347,215,mock_generator,1.0
CURR_ACC_00000048,current_account,40802,31487.872657006592,RUB,2021-04-27,,0.0003415739792553607,CPTY_RETAIL_00048,retail,2024-12-31,True,0.582588478513307,250,mock_generator,1.0
CURR_ACC_00000049,current_account,40703,107773706.3413669,RUB,2022-09-10,,0.003576100398863465,CPTY_CORPORATE_00049,corporate,2024-12-31,True,0.34746625002902254,110,mock_generator,1.0
CURR_ACC_00000050,current_account,40802,160572.39764574362,RUB,2020-10-09,,0.0005015273256189467,CPTY_CORPORATE_00050,corporate,2024-12-31,True,0.41319893367279303,146,mock_generator,1.0
CURR_ACC_00000051,current_account,40702,717669.4830813318,RUB,2022-07-07,,0.0010071675593457746,CPTY_RETAIL_00051,retail,2024-12-31,True,0.5578853185380741,238,mock_generator,1.0
CURR_ACC_00000052,current_account,40702,14710.984296235678,RUB,2024-07-16,,0.0019304542930060464,CPTY_RETAIL_00052,retail,2024-12-31,True,0.6143215565429296,227,mock_generator,1.0
CURR_ACC_00000053,current_account,40703,58277.23076628566,USD,2022-05-26,,0.0013551011039318207,CPTY_CORPORATE_00053,corporate,2024-12-31,True,0.3873138191121298,239,mock_generator,1.0
CURR_ACC_00000054,current_account,40702,2857.770222014151,USD,2022-08-20,,0.003306786119951257,CPTY_RETAIL_00054,retail,2024-12-31,True,0.6469635240951963,282,mock_generator,1.0
CURR_ACC_00000055,current_account,40817,749750.6237012732,RUB,2023-10-25,,0.003879295033680418,CPTY_CORPORATE_00055,corporate,2024-12-31,True,0.46637922766795725,143,mock_generator,1.0
CURR_ACC_00000056,current_account,40802,15375990.123752393,RUB,2023-03-25,,0.001357948149527085,CPTY_GOVERNMENT_00056,government,2024-12-31,True,0.7436610908225371,289,mock_generator,1.0
CURR_ACC_00000057,current_account,40802,44.04739262233121,USD,2023-02-03,,0.00475790041694132,CPTY_RETAIL_00057,retail,2024-12-31,True,0.5109995741948896,356,mock_generator,1.0
CURR_ACC_00000058,current_account,40703,970.4593411491153,RUB,2022-05-29,,0.00037014300298321645,CPTY_RETAIL_00058,retail,2024-12-31,True,0.5335784590452308,195,mock_generator,1.0
CURR_ACC_00000059,current_account,40817,3004.1558632608085,RUB,2024-10-06,,0.0031354527265134964,CPTY_RETAIL_00059,retail,2024-12-31,True,0.5302852249569074,343,mock_generator,1.0
CURR_ACC_00000060,current_account,40703,271556.570633238,RUB,2024-02-04,,0.0009013256934639591,CPTY_RETAIL_00060,retail,2024-12-31,True,0.5943696891902915,317,mock_generator,1.0
CURR_ACC_00000061,current_account,40702,249920.62626437348,EUR,2024-10-30,,0.0033189047830412695,CPTY_CORPORATE_00061,corporate,2024-12-31,True,0.45917897716238354,121,mock_generator,1.0
CURR_ACC_00000062,current_account,40703,869.9526225187254,RUB,2021-03-07,,0.003627995480533669,CPTY_RETAIL_00062,retail,2024-12-31,True,0.6180529453504314,230,mock_generator,1.0
CURR_ACC_00000063,current_account,40703,307980.3455083521,RUB,2021-03-14,,0.004295326957019423,CPTY_CORPORATE_00063,corporate,2024-12-31,True,0.3112782914755949,235,mock_generator,1.0
CURR_ACC_00000064,current_account,40817,197.66380006849292,RUB,2021-12-24,,0.003074017722874153,CPTY_RETAIL_00064,retail,2024-12-31,True,0.6833936723397512,339,mock_generator,1.0
CURR_ACC_00000065,current_account,40817,2044529.7348019918,RUB,2021-02-10,,0.0008952581155527651,CPTY_CORPORATE_00065,corporate,2024-12-31,True,0.48291230602597346,148,mock_generator,1.0
CURR_ACC_00000066,current_account,40702,58118.64411548872,USD,2020-07-22,,0.0015765822246596784,CPTY_CORPORATE_00066,corporate,2024-12-31,True,0.3792756126252719,167,mock_generator,1.0
CURR_ACC_00000067,current_account,40802,4548.42950505496,USD,2021-10-28,,0.0038000234429094158,CPTY_RETAIL_00067,retail,2024-12-31,True,0.6894091834117984,205,mock_generator,1.0
CURR_ACC_00000068,current_account,40702,1693240.0417245028,RUB,2022-09-15,,0.004448762691820104,CPTY_CORPORATE_00068,corporate,2024-12-31,True,0.45609634629035384,260,mock_generator,1.0
CURR_ACC_00000069,current_account,40802,1552.547007168244,RUB,2021-05-22,,0.0030516408751841873,CPTY_RETAIL_00069,retail,2024-12-31,True,0.6815561301926717,198,mock_generator,1.0
CURR_ACC_00000070,current_account,40817,799276.0541123338,USD,2021-07-18,,0.0007823514773824696,CPTY_CORPORATE_00070,corporate,2024-12-31,True,0.4904262658140901,176,mock_generator,1.0
CURR_ACC_00000071,current_account,40702,581.645284123466,RUB,2022-04-09,,0.00017852388855918222,CPTY_RETAIL_00071,retail,2024-12-31,True,0.5984799598355401,277,mock_generator,1.0
CURR_ACC_00000072,current_account,40703,2848.009421795337,USD,2020-10-12,,0.002629417258306818,CPTY_RETAIL_00072,retail,2024-12-31,True,0.5648913653258244,241,mock_generator,1.0
CURR_ACC_00000073,current_account,40817,20210.57597707273,USD,2023-04-19,,0.003526240923390741,CPTY_CORPORATE_00073,corporate,2024-12-31,True,0.3579166679077239,115,mock_generator,1.0
CURR_ACC_00000074,current_account,40703,4313121.871376195,RUB,2024-10-16,,0.001359262169401505,CPTY_CORPORATE_00074,corporate,2024-12-31,True,0.40208258534330354,130,mock_generator,1.0
CURR_ACC_00000075,current_account,40817,555282.3239234908,RUB,2021-11-30,,0.004467241527985185,CPTY_RETAIL_00075,retail,2024-12-31,True,0.5080892285706085,322,mock_generator,1.0
CURR_ACC_00000076,current_account,40702,12671.709505774694,USD,2024-10-27,,0.0043970452856908,CPTY_CORPORATE_00076,corporate,2024-12-31,True,0.4495121402952138,164,mock_generator,1.0
CURR_ACC_00000077,current_account,40702,77.80934288633757,EUR,2024-03-24,,0.0024902443946579807,CPTY_RETAIL_00077,retail,2024-12-31,True,0.5308327744425718,232,mock_generator,1.0
CURR_ACC_00000078,current_account,40817,211078.49109359697,RUB,2023-08-19,,0.0018055490336446006,CPTY_CORPORATE_00078,corporate,2024-12-31,True,0.4233872771133176,114,mock_generator,1.0
CURR_ACC_00000079,current_account,40802,328337.36450707365,RUB,2021-04-30,,0.0028229744966259424,CPTY_RETAIL_00079,retail,2024-12-31,True,0.5398062849993062,337,mock_generator,1.0
CURR_ACC_00000080,current_account,40817,100379.90233935576,RUB,2024-04-07,,0.001404154703130809,CPTY_RETAIL_00080,retail,2024-12-31,True,0.6731106358557066,256,mock_generator,1.0
CURR_ACC_00000081,current_account,40817,73216.2767541218,RUB,2020-03-17,,0.0025009826254223104,CPTY_RETAIL_00081,retail,2024-12-31,True,0.5590693173996979,248,mock_generator,1.0
CURR_ACC_00000082,current_account,40817,27386.156013003736,CNY,2021-06-17,,0.00279184472509296,CPTY_RETAIL_00082,retail,2024-12-31,True,0.5212160693962116,190,mock_generator,1.0
CURR_ACC_00000083,current_account,40702,53647.322837224296,RUB,2020-05-02,,0.00019348447393013944,CPTY_RETAIL_00083,retail,2024-12-31,True,0.6448733435199855,280,mock_generator,1.0
CURR_ACC_00000084,current_account,40817,67153.44119402862,RUB,2020-12-21,,0.002969791533519432,CPTY_RETAIL_00084,retail,2024-12-31,True,0.6996756634507333,260,mock_generator,1.0
CURR_ACC_00000085,current_account,40703,228714.89326024908,RUB,2022-01-04,,0.004305345964901391,CPTY_RETAIL_00085,retail,2024-12-31,True,0.5414233652389279,275,mock_generator,1.0
CURR_ACC_00000086,current_account,40702,504.3665436440811,RUB,2020-03-05,,0.0014944705950948034,CPTY_RETAIL_00086,retail,2024-12-31,True,0.5886617235738935,312,mock_generator,1.0
CURR_ACC_00000087,current_account,40702,72826.39565915335,RUB,2023-05-17,,0.0007773669865544136,CPTY_RETAIL_00087,retail,2024-12-31,True,0.6517546079626841,291,mock_generator,1.0
CURR_ACC_00000088,current_account,40702,47929.88130825869,CNY,2022-09-07,,0.002812773220240646,CPTY_CORPORATE_00088,corporate,2024-12-31,True,0.45493467013069133,158,mock_generator,1.0
CURR_ACC_00000089,current_account,40702,6508.383755723549,RUB,2023-03-20,,0.004597160328371736,CPTY_RETAIL_00089,retail,2024-12-31,True,0.6639529936031257,320,mock_generator,1.0
CURR_ACC_00000090,current_account,40817,553029.6183480832,RUB,2020-06-09,,0.0030343737741566185,CPTY_RETAIL_00090,retail,2024-12-31,True,0.5412489265823973,321,mock_generator,1.0
CURR_ACC_00000091,current_account,40703,60451.296178260454,RUB,2022-02-23,,0.0033541070877157724,CPTY_RETAIL_00091,retail,2024-12-31,True,0.5264571540397615,261,mock_generator,1.0
CURR_ACC_00000092,current_account,40703,2977.542081075812,RUB,2021-02-18,,0.0023936881887230287,CPTY_RETAIL_00092,retail,2024-12-31,True,0.6077646326664686,201,mock_generator,1.0
CURR_ACC_00000093,current_account,40702,54579.24183662218,USD,2024-09-03,,0.0017335240008763964,CPTY_CORPORATE_00093,corporate,2024-12-31,True,0.31272084673375483,140,mock_generator,1.0
CURR_ACC_00000094,current_account,40817,7906721.895329587,RUB,2022-03-02,,0.00473660729330635,CPTY_CORPORATE_00094,corporate,2024-12-31,True,0.3888966448261916,233,mock_generator,1.0
CURR_ACC_00000095,current_account,40802,2710.346602692297,RUB,2020-09-10,,1.6008411607364437e-05,CPTY_RETAIL_00095,retail,2024-12-31,True,0.5272420128884263,211,mock_generator,1.0
CURR_ACC_00000096,current_account,40817,239833864.44178882,RUB,2020-07-04,,0.004889729535716299,CPTY_CORPORATE_00096,corporate,2024-12-31,True,0.3399883494778918,127,mock_generator,1.0
CURR_ACC_00000097,current_account,40703,580102.1030154014,RUB,2020-12-22,,0.003933383742754417,CPTY_RETAIL_00097,retail,2024-12-31,True,0.5668818860722304,266,mock_generator,1.0
CURR_ACC_00000098,current_account,40703,2419911.142453349,RUB,2023-11-14,,0.0033139131276710477,CPTY_CORPORATE_00098,corporate,2024-12-31,True,0.4337689164551366,135,mock_generator,1.0
CURR_ACC_00000099,current_account,40817,31652.74534442154,RUB,2022-12-07,,0.004240294878513291,CPTY_RETAIL_00099,retail,2024-12-31,True,0.6445975247220874,352,mock_generator,1.0
CURR_ACC_00000100,current_account,40802,876804.7071515494,RUB,2022-11-06,,0.001956051983559153,CPTY_RETAIL_00100,retail,2024-12-31,True,0.6608515412600344,323,mock_generator,1.0
CURR_ACC_00000101,current_account,40817,86597945.31365415,RUB,2022-09-21,,0.0008251699583606159,CPTY_CORPORATE_00101,corporate,2024-12-31,True,0.4606255658106778,234,mock_generator,1.0
CURR_ACC_00000102,current_account,40702,1153895.1427792415,RUB,2023-04-18,,0.0009502425964062234,CPTY_CORPORATE_00102,corporate,2024-12-31,True,0.38959334868477646,100,mock_generator,1.0
CURR_ACC_00000103,current_account,40817,6854.334482765991,CNY,2023-01-18,,0.0007236341653557138,CPTY_RETAIL_00103,retail,2024-12-31,True,0.5251380167941667,296,mock_generator,1.0
CURR_ACC_00000104,current_account,40702,4707.1733722702975,RUB,2024-10-11,,0.0009596908384085018,CPTY_RETAIL_00104,retail,2024-12-31,True,0.5802699081445498,215,mock_generator,1.0
CURR_ACC_00000105,current_account,40817,262546.27511979896,RUB,2020-11-27,,0.0017378731942420923,CPTY_RETAIL_00105,retail,2024-12-31,True,0.6344107516115168,342,mock_generator,1.0
CURR_ACC_00000106,current_account,40802,314432.47343011375,RUB,2023-12-01,,0.0017026074723841928,CPTY_CORPORATE_00106,corporate,2024-12-31,True,0.4767218205342995,198,mock_generator,1.0
CURR_ACC_00000107,current_account,40802,82844.2961227631,RUB,2022-07-07,,0.002182531125217124,CPTY_CORPORATE_00107,corporate,2024-12-31,True,0.4024154595670213,207,mock_generator,1.0
CURR_ACC_00000108,current_account,40703,844968.6158477508,RUB,2020-12-24,,3.900539725231522e-05,CPTY_CORPORATE_00108,corporate,2024-12-31,True,0.38103987017125834,200,mock_generator,1.0
CURR_ACC_00000109,current_account,40802,1150.30780496162,USD,2021-07-28,,0.0016741255469655397,CPTY_RETAIL_00109,retail,2024-12-31,True,0.6277402998715604,224,mock_generator,1.0
CURR_ACC_00000110,current_account,40702,28702.79852832972,RUB,2021-04-18,,0.002732011247934417,CPTY_RETAIL_00110,retail,2024-12-31,True,0.5389152837071878,238,mock_generator,1.0
CURR_ACC_00000111,current_account,40817,1451022.0897873447,RUB,2023-01-25,,0.0031342522772067082,CPTY_CORPORATE_00111,corporate,2024-12-31,True,0.35558850012018184,127,mock_generator,1.0
CURR_ACC_00000112,current_account,40703,204647.62589026062,RUB,2023-08-22,,0.004653938962276073,CPTY_RETAIL_00112,retail,2024-12-31,True,0.5703310163864268,304,mock_generator,1.0
CURR_ACC_00000113,current_account,40703,1781.7119964848002,RUB,2020-07-29,,0.0018089961850080122,CPTY_RETAIL_00113,retail,2024-12-31,True,0.68782950428772,272,mock_generator,1.0
CURR_ACC_00000114,current_account,40703,92.658406075896,EUR,2022-01-10,,0.0043815042948077525,CPTY_RETAIL_00114,retail,2024-12-31,True,0.6292940495727984,230,mock_generator,1.0
CURR_ACC_00000115,current_account,40802,9361385.938281583,RUB,2023-07-13,,0.0013401396404545663,CPTY_CORPORATE_00115,corporate,2024-12-31,True,0.45442775356379783,167,mock_generator,1.0
CURR_ACC_00000116,current_account,40703,2725264.5694851317,RUB,2023-01-04,,0.004992118973913287,CPTY_CORPORATE_00116,corporate,2024-12-31,True,0.3223279489450537,141,mock_generator,1.0
CURR_ACC_00000117,current_account,40817,76534.00999673975,RUB,2021-02-03,,0.0025846070386385915,CPTY_RETAIL_00117,retail,2024-12-31,True,0.6037321504709259,194,mock_generator,1.0
CURR_ACC_00000118,current_account,40703,473689.560926403,RUB,2023-05-24,,0.00263717990911031,CPTY_RETAIL_00118,retail,2024-12-31,True,0.5319517529166768,241,mock_generator,1.0
CURR_ACC_00000119,current_account,40817,5435484.500493524,RUB,2022-10-13,,0.0010689029720430986,CPTY_CORPORATE_00119,corporate,2024-12-31,True,0.4742549561882371,99,mock_generator,1.0
CURR_ACC_00000120,current_account,40802,53.931453552956256,USD,2023-06-29,,0.0006611146271503998,CPTY_RETAIL_00120,retail,2024-12-31,True,0.6094636860050529,221,mock_generator,1.0
CURR_ACC_00000121,current_account,40802,73269771.73398682,RUB,2021-04-04,,0.0008109226236655886,CPTY_CORPORATE_00121,corporate,2024-12-31,True,0.31058643588629103,163,mock_generator,1.0
CURR_ACC_00000122,current_account,40703,2734.049186421396,EUR,2022-05-28,,0.0004105181080814474,CPTY_RETAIL_00122,retail,2024-12-31,True,0.5377936247544793,342,mock_generator,1.0
CURR_ACC_00000123,current_account,40802,5028876.769920891,RUB,2022-12-31,,0.0031686621581773146,CPTY_CORPORATE_00123,corporate,2024-12-31,True,0.433842704817641,114,mock_generator,1.0
CURR_ACC_00000124,current_account,40817,790897.0211480759,RUB,2021-02-01,,0.0006242554091895808,CPTY_RETAIL_00124,retail,2024-12-31,True,0.5227235980502746,228,mock_generator,1.0
CURR_ACC_00000125,current_account,40703,227952.2183126363,RUB,2021-02-20,,0.0008003392446899305,CPTY_RETAIL_00125,retail,2024-12-31,True,0.5810921611711533,265,mock_generator,1.0
CURR_ACC_00000126,current_account,40703,158711.4980722274,RUB,2024-01-18,,0.001398284537016412,CPTY_CORPORATE_00126,corporate,2024-12-31,True,0.40210574746072025,190,mock_generator,1.0
CURR_ACC_00000127,current_account,40802,1907.4706300671478,RUB,2021-02-03,,0.0005106355198628321,CPTY_RETAIL_00127,retail,2024-12-31,True,0.6503365985606898,328,mock_generator,1.0
CURR_ACC_00000128,current_account,40702,100.0,RUB,2021-02-03,,0.0017596568102227878,CPTY_RETAIL_00128,retail,2024-12-31,True,0.6191136412996918,348,mock_generator,1.0
CURR_ACC_00000129,current_account,40817,1.1764705882352942,USD,2024-06-11,,0.0021577186847889195,CPTY_RETAIL_00129,retail,2024-12-31,True,0.506387954859385,196,mock_generator,1.0
CURR_ACC_00000130,current_account,40802,1317.2463333475482,USD,2022-05-10,,0.004335197577792483,CPTY_RETAIL_00130,retail,2024-12-31,True,0.542865958585061,197,mock_generator,1.0
CURR_ACC_00000131,current_account,40702,6263.30552171116,USD,2024-07-18,,0.0010714967312375923,CPTY_RETAIL_00131,retail,2024-12-31,True,0.5695197299240503,239,mock_generator,1.0
CURR_ACC_00000132,current_account,40817,78105.0957508455,RUB,2020-01-26,,0.001541024391719219,CPTY_CORPORATE_00132,corporate,2024-12-31,True,0.488561175347899,164,mock_generator,1.0
CURR_ACC_00000133,current_account,40817,16002719.51161689,RUB,2023-07-30,,0.0008263871911893461,CPTY_CORPORATE_00133,corporate,2024-12-31,True,0.3340872398140129,199,mock_generator,1.0
CURR_ACC_00000134,current_account,40702,52796560.01590671,RUB,2023-04-28,,0.0015647408657379507,CPTY_CORPORATE_00134,corporate,2024-12-31,True,0.4145800533618852,179,mock_generator,1.0
CURR_ACC_00000135,current_account,40817,865051.6767022237,RUB,2023-05-10,,0.0008385344646953729,CPTY_RETAIL_00135,retail,2024-12-31,True,0.5896237698807161,246,mock_generator,1.0
CURR_ACC_00000136,current_account,40702,2290.2771157458906,USD,2023-07-31,,0.0018729088587892617,CPTY_RETAIL_00136,retail,2024-12-31,True,0.5375426376879374,187,mock_generator,1.0
CURR_ACC_00000137,current_account,40702,35665.41200510705,RUB,2022-12-04,,0.004664817014918684,CPTY_RETAIL_00137,retail,2024-12-31,True,0.5685343169015966,229,mock_generator,1.0
CURR_ACC_00000138,current_account,40703,2536.795168156946,RUB,2020-07-05,,0.004880258083236886,CPTY_RETAIL_00138,retail,2024-12-31,True,0.643348016548065,268,mock_generator,1.0
CURR_ACC_00000139,current_account,40817,575664.8441265713,RUB,2023-08-15,,0.004836193289220159,CPTY_RETAIL_00139,retail,2024-12-31,True,0.6848898554990238,190,mock_generator,1.0
CURR_ACC_00000140,current_account,40703,175360.752132335,RUB,2022-09-19,,0.0017482823609033015,CPTY_RETAIL_00140,retail,2024-12-31,True,0.5253456525757321,267,mock_generator,1.0
CURR_ACC_00000141,current_account,40702,33167927.38144071,RUB,2020-05-02,,0.0006920032245111868,CPTY_GOVERNMENT_00141,government,2024-12-31,True,0.8906882923533058,312,mock_generator,1.0
CURR_ACC_00000142,current_account,40703,11.764705882352942,USD,2023-04-16,,0.004293031928462289,CPTY_CORPORATE_00142,corporate,2024-12-31,True,0.4410876082175872,141,mock_generator,1.0
