instrument_id,instrument_type,balance_account,amount,currency,start_date,maturity_date,interest_rate,counterparty_id,counterparty_type,as_of_date,asset_category,is_monetary,liquidity_haircut,data_source,version
OTHER_ASSET_00000033,other_asset,60301,10167443.064146262,RUB,2024-12-19,2025-05-13,,,,2024-12-31,receivables,True,0.22143286392511113,mock_generator,1.0
OTHER_ASSET_00000034,other_asset,60201,119221.24754639933,RUB,2024-12-27,2025-03-11,,,,2024-12-31,receivables,True,0.16398171937022807,mock_generator,1.0
OTHER_ASSET_00000035,other_asset,60301,291999.2139692402,RUB,2023-07-08,,,,,2024-12-31,intangible,False,1.0,mock_generator,1.0
OTHER_ASSET_00000036,other_asset,60201,2685532.1050068946,RUB,2019-04-05,,,,,2024-12-31,other,True,0.200627018187706,mock_generator,1.0
OTHER_ASSET_00000037,other_asset,60301,18087480.486660168,RUB,2018-05-22,,,,,2024-12-31,fixed_assets,False,0.42089778263838323,mock_generator,1.0
OTHER_ASSET_00000038,other_asset,60301,872736.7543903453,RUB,2024-12-31,2025-03-19,,,,2024-12-31,receivables,True,0.29463091883285897,mock_generator,1.0
OTHER_ASSET_00000039,other_asset,60101,5799541.628449919,RUB,2015-09-10,,,,,2024-12-31,fixed_assets,False,0.6408680268348382,mock_generator,1.0
OTHER_ASSET_00000040,other_asset,60101,7012.637649695058,USD,2024-09-30,2025-04-15,,,,2024-12-31,receivables,True,0.2570964388804439,mock_generator,1.0
OTHER_ASSET_00000041,other_asset,60301,280053.2440544277,RUB,2018-07-29,,,,,2024-12-31,other,True,0.16969773799719057,mock_generator,1.0
OTHER_ASSET_00000042,other_asset,60201,18932680.815352924,RUB,2024-12-29,2025-07-07,,,,2024-12-31,receivables,True,0.2697539513855095,mock_generator,1.0
OTHER_ASSET_00000043,other_asset,60201,11631158.391998999,RUB,2024-10-21,2025-06-04,,,,2024-12-31,receivables,True,0.10012409888215248,mock_generator,1.0
OTHER_ASSET_00000044,other_asset,60301,279962.8428417965,RUB,2024-12-17,2025-07-07,,,,2024-12-31,receivables,True,0.11165748101094063,mock_generator,1.0
OTHER_ASSET_00000045,other_asset,60301,490699.38187502424,RUB,2019-05-14,,,,,2024-12-31,intangible,False,1.0,mock_generator,1.0
OTHER_ASSET_00000046,other_asset,60301,648372.267438926,RUB,2024-10-13,2025-07-17,,,,2024-12-31,receivables,True,0.229281286017224,mock_generator,1.0
OTHER_ASSET_00000047,other_asset,60201,1153220.8984770179,RUB,2020-07-19,,,,,2024-12-31,intangible,False,1.0,mock_generator,1.0
OTHER_ASSET_00000048,other_asset,60201,316858094.49382955,RUB,2022-02-10,,,,,2024-12-31,fixed_assets,False,0.6925302563385274,mock_generator,1.0
OTHER_ASSET_00000049,other_asset,60201,10088131.5096993,RUB,2019-03-07,,,,,2024-12-31,fixed_assets,False,0.4096408353819986,mock_generator,1.0
OTHER_ASSET_00000050,other_asset,60101,2167145.1579310196,RUB,2024-11-23,2025-08-30,,,,2024-12-31,receivables,True,0.13935696786087448,mock_generator,1.0
OTHER_ASSET_00000051,other_asset,60101,6338643.163554785,RUB,2024-11-18,2025-09-15,,,,2024-12-31,receivables,True,0.17025878955366178,mock_generator,1.0
OTHER_ASSET_00000052,other_asset,60101,3778534.5943937115,RUB,2020-12-05,,,,,2024-12-31,other,True,0.1754460708266009,mock_generator,1.0
OTHER_ASSET_00000053,other_asset,60101,50000.0,RUB,2021-11-15,,,,,2024-12-31,intangible,False,1.0,mock_generator,1.0
OTHER_ASSET_00000054,other_asset,60301,368749.40794058045,RUB,2021-10-27,,,,,2024-12-31,intangible,False,1.0,mock_generator,1.0
OTHER_ASSET_00000055,other_asset,60201,58724167.89677685,RUB,2018-05-20,,,,,2024-12-31,fixed_assets,False,0.6554193467026976,mock_generator,1.0
OTHER_ASSET_00000056,other_asset,60301,3036801.1119412393,RUB,2016-07-03,,,,,2024-12-31,intangible,False,1.0,mock_generator,1.0
OTHER_ASSET_00000057,other_asset,60101,2826274.2671515504,RUB,2016-04-17,,,,,2024-12-31,fixed_assets,False,0.635973855050086,mock_generator,1.0
OTHER_ASSET_00000058,other_asset,60201,181744.58139234126,RUB,2016-04-28,,,,,2024-12-31,intangible,False,1.0,mock_generator,1.0
OTHER_ASSET_00000059,other_asset,60301,645417.2581452803,RUB,2019-02-15,,,,,2024-12-31,intangible,False,1.0,mock_generator,1.0
OTHER_ASSET_00000060,other_asset,60301,457360.3422194893,RUB,2024-12-14,2025-08-14,,,,2024-12-31,receivables,True,0.1254728614795681,mock_generator,1.0
OTHER_ASSET_00000061,other_asset,60201,1365804.1644807186,RUB,2024-11-12,2025-10-18,,,,2024-12-31,receivables,True,0.1709440474988789,mock_generator,1.0
OTHER_ASSET_00000062,other_asset,60101,6594992.329918872,RUB,2018-08-23,,,,,2024-12-31,other,True,0.15704930403946418,mock_generator,1.0
OTHER_ASSET_00000063,other_asset,60301,291105.0116195941,RUB,2023-11-29,,,,,2024-12-31,intangible,False,1.0,mock_generator,1.0
OTHER_ASSET_00000064,other_asset,60101,1344714.4761585505,RUB,2019-02-15,,,,,2024-12-31,intangible,False,1.0,mock_generator,1.0
OTHER_ASSET_00000065,other_asset,60101,914377.2942094827,RUB,2021-11-14,,,,,2024-12-31,intangible,False,1.0,mock_generator,1.0
OTHER_ASSET_00000066,other_asset,60101,147133.38649990503,RUB,2020-12-25,,,,,2024-12-31,fixed_assets,False,0.6642371628993621,mock_generator,1.0
OTHER_ASSET_00000067,other_asset,60201,64151.55342104143,RUB,2024-10-15,2025-03-20,,,,2024-12-31,receivables,True,0.16021368855887508,mock_generator,1.0
OTHER_ASSET_00000068,other_asset,60101,6215900.594005476,RUB,2020-06-20,,,,,2024-12-31,fixed_assets,False,0.4672561689432626,mock_generator,1.0
OTHER_ASSET_00000069,other_asset,60101,596409.7048056548,RUB,2024-10-06,2025-04-29,,,,2024-12-31,receivables,True,0.24275294274918677,mock_generator,1.0
OTHER_ASSET_00000070,other_asset,60101,23285512.583420135,RUB,2016-01-24,,,,,2024-12-31,fixed_assets,False,0.6354230182316358,mock_generator,1.0
OTHER_ASSET_00000071,other_asset,60101,1810658.8891311209,RUB,2024-11-08,2025-08-03,,,,2024-12-31,receivables,True,0.1750553371257595,mock_generator,1.0
OTHER_ASSET_00000072,other_asset,60301,112655.96317479936,RUB,2018-11-18,,,,,2024-12-31,fixed_assets,False,0.5293495426514595,mock_generator,1.0
OTHER_ASSET_00000073,other_asset,60201,3492574.9900570107,RUB,2017-06-25,,,,,2024-12-31,other,True,0.2119243352263417,mock_generator,1.0
OTHER_ASSET_00000074,other_asset,60301,4026212.5152350124,RUB,2023-05-18,,,,,2024-12-31,fixed_assets,False,0.4412733441328728,mock_generator,1.0
OTHER_ASSET_00000075,other_asset,60201,931742.764985515,RUB,2024-10-07,2025-05-09,,,,2024-12-31,receivables,True,0.28214446989290964,mock_generator,1.0
OTHER_ASSET_00000076,other_asset,60201,1826112.5843702296,RUB,2024-12-24,2025-02-11,,,,2024-12-31,receivables,True,0.27321386820459426,mock_generator,1.0
OTHER_ASSET_00000077,other_asset,60201,7140003.190687635,RUB,2017-05-23,,,,,2024-12-31,fixed_assets,False,0.6622345324095485,mock_generator,1.0
OTHER_ASSET_00000078,other_asset,60301,486286.0678239244,RUB,2018-05-31,,,,,2024-12-31,fixed_assets,False,0.6744161402273445,mock_generator,1.0
OTHER_ASSET_00000079,other_asset,60301,408453.6389993226,RUB,2024-09-21,2025-08-17,,,,2024-12-31,receivables,True,0.1261542106690838,mock_generator,1.0
OTHER_ASSET_00000080,other_asset,60301,68540871.04144952,RUB,2024-09-10,2025-08-07,,,,2024-12-31,receivables,True,0.13503401972690027,mock_generator,1.0
OTHER_ASSET_00000081,other_asset,60301,17193361.819842245,RUB,2023-01-14,,,,,2024-12-31,fixed_assets,False,0.4901308828651538,mock_generator,1.0
OTHER_ASSET_00000082,other_asset,60301,278476.61976875254,RUB,2020-11-20,,,,,2024-12-31,intangible,False,1.0,mock_generator,1.0
OTHER_ASSET_00000083,other_asset,60201,114511.93393914605,RUB,2019-08-16,,,,,2024-12-31,fixed_assets,False,0.6908232501608299,mock_generator,1.0
OTHER_ASSET_00000084,other_asset,60101,28944805.24327634,RUB,2017-05-05,,,,,2024-12-31,other,True,0.18252057942388247,mock_generator,1.0
OTHER_ASSET_00000085,other_asset,60101,3274680.098976915,RUB,2024-12-10,2025-06-18,,,,2024-12-31,receivables,True,0.1667297052823078,mock_generator,1.0
OTHER_ASSET_00000086,other_asset,60301,79988961.76930429,RUB,2023-02-08,,,,,2024-12-31,fixed_assets,False,0.43340927777041116,mock_generator,1.0
OTHER_ASSET_00000087,other_asset,60201,45737754.178654574,RUB,2016-09-15,,,,,2024-12-31,fixed_assets,False,0.4686877653801391,mock_generator,1.0
OTHER_ASSET_00000088,other_asset,60301,7252875.341020693,RUB,2024-11-27,2025-06-01,,,,2024-12-31,receivables,True,0.2783703406940222,mock_generator,1.0
OTHER_ASSET_00000089,other_asset,60201,186091.27590282366,RUB,2021-03-27,,,,,2024-12-31,other,True,0.1380730238688379,mock_generator,1.0
OTHER_ASSET_00000090,other_asset,60301,516662.2051656146,RUB,2015-09-20,,,,,2024-12-31,other,True,0.10971664271685984,mock_generator,1.0
OTHER_ASSET_00000091,other_asset,60301,501836.5824228438,RUB,2020-02-26,,,,,2024-12-31,fixed_assets,False,0.631819368422237,mock_generator,1.0
OTHER_ASSET_00000092,other_asset,60201,6166264.336116754,RUB,2024-10-20,2025-07-04,,,,2024-12-31,receivables,True,0.11726923468603222,mock_generator,1.0
OTHER_ASSET_00000093,other_asset,60101,321007.7862559413,RUB,2018-11-14,,,,,2024-12-31,intangible,False,1.0,mock_generator,1.0
OTHER_ASSET_00000094,other_asset,60101,2749614.6302775214,RUB,2021-10-30,,,,,2024-12-31,fixed_assets,False,0.634620707574963,mock_generator,1.0
OTHER_ASSET_00000095,other_asset,60101,1322469.2925723,RUB,2024-12-06,2025-02-14,,,,2024-12-31,receivables,True,0.19783310371968854,mock_generator,1.0
OTHER_ASSET_00000096,other_asset,60301,11334763.199727785,RUB,2024-12-19,2025-02-09,,,,2024-12-31,receivables,True,0.2443222338792961,mock_generator,1.0
OTHER_ASSET_00000097,other_asset,60201,904053.5524083233,RUB,2018-06-14,,,,,2024-12-31,fixed_assets,False,0.45237882593139983,mock_generator,1.0
OTHER_ASSET_00000098,other_asset,60101,111910150.48584384,RUB,2023-10-25,,,,,2024-12-31,fixed_assets,False,0.47255811615027976,mock_generator,1.0
OTHER_ASSET_00000099,other_asset,60301,1377575.0749937252,RUB,2024-10-08,2025-07-21,,,,2024-12-31,receivables,True,0.16849315404267912,mock_generator,1.0
OTHER_ASSET_00000100,other_asset,60201,50000.0,RUB,2019-10-01,,,,,2024-12-31,intangible,False,1.0,mock_generator,1.0
OTHER_ASSET_00000101,other_asset,60101,637433.4320649679,RUB,2020-06-24,,,,,2024-12-31,other,True,0.11622869620680253,mock_generator,1.0
OTHER_ASSET_00000102,other_asset,60101,34458.64162411794,RUB,2024-11-12,2025-07-31,,,,2024-12-31,receivables,True,0.1348655775349043,mock_generator,1.0
OTHER_ASSET_00000103,other_asset,60201,2997464.227119088,RUB,2022-03-25,,,,,2024-12-31,fixed_assets,False,0.48085666955542283,mock_generator,1.0
OTHER_ASSET_00000104,other_asset,60301,369839.98968057754,RUB,2016-06-17,,,,,2024-12-31,intangible,False,1.0,mock_generator,1.0
OTHER_ASSET_00000105,other_asset,60101,1154.8618405796606,USD,2024-12-18,2025-03-19,,,,2024-12-31,receivables,True,0.2814105423773383,mock_generator,1.0
OTHER_ASSET_00000106,other_asset,60101,3138551.9936321964,RUB,2019-01-11,,,,,2024-12-31,intangible,False,1.0,mock_generator,1.0
OTHER_ASSET_00000107,other_asset,60101,428480.95839334774,RUB,2015-10-20,,,,,2024-12-31,intangible,False,1.0,mock_generator,1.0
OTHER_ASSET_00000108,other_asset,60201,128316.52928884057,RUB,2022-04-26,,,,,2024-12-31,fixed_assets,False,0.5633925239727251,mock_generator,1.0
OTHER_ASSET_00000109,other_asset,60301,3027538.540969309,RUB,2018-11-04,,,,,2024-12-31,other,True,0.12421015588563598,mock_generator,1.0
OTHER_ASSET_00000110,other_asset,60101,546223.2674655481,RUB,2015-07-19,,,,,2024-12-31,fixed_assets,False,0.672352287036993,mock_generator,1.0
OTHER_ASSET_00000111,other_asset,60201,2966794.229685815,RUB,2021-06-10,,,,,2024-12-31,fixed_assets,False,0.687872722804136,mock_generator,1.0
OTHER_ASSET_00000112,other_asset,60301,1013313.9565270542,RUB,2018-10-13,,,,,2024-12-31,intangible,False,1.0,mock_generator,1.0
OTHER_ASSET_00000113,other_asset,60301,1138532.1181931167,RUB,2017-05-14,,,,,2024-12-31,intangible,False,1.0,mock_generator,1.0
OTHER_ASSET_00000114,other_asset,60101,58746964.29603772,RUB,2015-04-17,,,,,2024-12-31,fixed_assets,False,0.4890009861257223,mock_generator,1.0
OTHER_ASSET_00000115,other_asset,60201,7744935.708002826,RUB,2024-11-24,2025-02-25,,,,2024-12-31,receivables,True,0.18640775416831817,mock_generator,1.0
OTHER_ASSET_00000116,other_asset,60101,500000000.0,RUB,2024-10-11,2025-08-08,,,,2024-12-31,receivables,True,0.27757655636638723,mock_generator,1.0
OTHER_ASSET_00000117,other_asset,60201,305534.430383732,RUB,2015-08-31,,,,,2024-12-31,intangible,False,1.0,mock_generator,1.0
OTHER_ASSET_00000118,other_asset,60101,223107.8102561847,RUB,2021-05-22,,,,,2024-12-31,fixed_assets,False,0.5977955416815821,mock_generator,1.0
OTHER_ASSET_00000119,other_asset,60201,69120817.00510626,RUB,2017-10-13,,,,,2024-12-31,fixed_assets,False,0.6018999742137416,mock_generator,1.0
OTHER_ASSET_00000120,other_asset,60201,3157696.099066369,RUB,2024-12-23,2025-06-09,,,,2024-12-31,receivables,True,0.25560466608549315,mock_generator,1.0
OTHER_ASSET_00000121,other_asset,60101,228589.32326198777,RUB,2016-05-09,,,,,2024-12-31,fixed_assets,False,0.535214433022253,mock_generator,1.0
OTHER_ASSET_00000122,other_asset,60101,754484.6908956752,RUB,2023-02-16,,,,,2024-12-31,fixed_assets,False,0.6015556670021849,mock_generator,1.0
OTHER_ASSET_00000123,other_asset,60301,110568.05652004434,RUB,2015-10-13,,,,,2024-12-31,intangible,False,1.0,mock_generator,1.0
OTHER_ASSET_00000124,other_asset,60301,2114619.645186424,RUB,2017-08-05,,,,,2024-12-31,fixed_assets,False,0.645327258763769,mock_generator,1.0
OTHER_ASSET_00000125,other_asset,60101,543727.7030341602,RUB,2023-12-03,,,,,2024-12-31,intangible,False,1.0,mock_generator,1.0
OTHER_ASSET_00000126,other_asset,60301,10000.0,RUB,2021-03-26,,,,,2024-12-31,other,True,0.1593000499908878,mock_generator,1.0
OTHER_ASSET_00000127,other_asset,60201,272142.97740637587,RUB,2024-11-05,2025-05-31,,,,2024-12-31,receivables,True,0.29347867165419705,mock_generator,1.0
OTHER_ASSET_00000128,other_asset,60101,199094.2483278088,RUB,2023-03-25,,,,,2024-12-31,fixed_assets,False,0.6528160624382938,mock_generator,1.0
OTHER_ASSET_00000129,other_asset,60201,254393.78130843648,RUB,2024-11-19,2025-07-06,,,,2024-12-31,receivables,True,0.17072808873673356,mock_generator,1.0
OTHER_ASSET_00000130,other_asset,60301,31656.992460334557,RUB,2024-12-21,2025-07-03,,,,2024-12-31,receivables,True,0.16098270266361248,mock_generator,1.0
OTHER_ASSET_00000131,other_asset,60301,216242.39924205537,RUB,2022-02-19,,,,,2024-12-31,fixed_assets,False,0.5528711680048879,mock_generator,1.0
OTHER_ASSET_00000132,other_asset,60301,1083015.165466809,RUB,2023-07-29,,,,,2024-12-31,intangible,False,1.0,mock_generator,1.0
OTHER_ASSET_00000133,other_asset,60101,429571.6282667894,RUB,2017-10-01,,,,,2024-12-31,fixed_assets,False,0.4119249510574511,mock_generator,1.0
OTHER_ASSET_00000134,other_asset,60301,654057.3954262771,RUB,2015-04-21,,,,,2024-12-31,intangible,False,1.0,mock_generator,1.0
OTHER_ASSET_00000135,other_asset,60201,1065002.0502986908,RUB,2018-03-24,,,,,2024-12-31,intangible,False,1.0,mock_generator,1.0
OTHER_ASSET_00000136,other_asset,60101,5253790.531445256,RUB,2024-12-01,2025-02-17,,,,2024-12-31,receivables,True,0.18932562872127218,mock_generator,1.0
OTHER_ASSET_00000137,other_asset,60101,291412698.47352684,RUB,2023-11-22,,,,,2024-12-31,fixed_assets,False,0.4844668192708785,mock_generator,1.0
OTHER_ASSET_00000138,other_asset,60201,5854146.640163424,RUB,2024-10-26,2025-04-26,,,,2024-12-31,receivables,True,0.1892169445370272,mock_generator,1.0
OTHER_ASSET_00000139,other_asset,60201,766730.8010865067,RUB,2021-11-02,,,,,2024-12-31,intangible,False,1.0,mock_generator,1.0
OTHER_ASSET_00000140,other_asset,60201,56142.47769427374,RUB,2022-04-03,,,,,2024-12-31,intangible,False,1.0,mock_generator,1.0
OTHER_ASSET_00000141,other_asset,60201,10783430.111820666,RUB,2023-02-19,,,,,2024-12-31,fixed_assets,False,0.4297341606057229,mock_generator,1.0
OTHER_ASSET_00000142,other_asset,60101,4650312.199982482,RUB,2020-03-19,,,,,2024-12-31,fixed_assets,False,0.4187069408793853,mock_generator,1.0
OTHER_ASSET_00000143,other_asset,60101,18257073.259206615,RUB,2024-10-11,2025-05-04,,,,2024-12-31,receivables,True,0.2028398520415471,mock_generator,1.0
OTHER_ASSET_00000144,other_asset,60101,107971.1761842403,RUB,2021-12-23,,,,,2024-12-31,intangible,False,1.0,mock_generator,1.0
OTHER_ASSET_00000145,other_asset,60201,510842.72496796923,RUB,2020-01-28,,,,,2024-12-31,intangible,False,1.0,mock_generator,1.0
OTHER_ASSET_00000146,other_asset,60101,5317301.838501754,RUB,2020-07-28,,,,,2024-12-31,fixed_assets,False,0.4882919550836379,mock_generator,1.0
OTHER_ASSET_00000147,other_asset,60201,13137169.897031127,RUB,2020-06-17,,,,,2024-12-31,other,True,0.19061224411348393,mock_generator,1.0
OTHER_ASSET_00000148,other_asset,60201,140365.25897087634,RUB,2024-11-20,2025-02-16,,,,2024-12-31,receivables,True,0.17899156543520858,mock_generator,1.0
OTHER_ASSET_00000149,other_asset,60301,456139.337970415,RUB,2024-11-15,2025-09-11,,,,2024-12-31,receivables,True,0.18581534528240812,mock_generator,1.0
OTHER_ASSET_00000150,other_asset,60301,7614378.284708196,RUB,2017-08-19,,,,,2024-12-31,fixed_assets,False,0.6988851510308551,mock_generator,1.0
OTHER_ASSET_00000151,other_asset,60201,776350.3935754453,RUB,2019-06-09,,,,,2024-12-31,intangible,False,1.0,mock_generator,1.0
OTHER_ASSET_00000152,other_asset,60201,44484.81123533851,USD,2024-07-08,2025-07-03,,,,2024-12-31,receivables,True,0.13111775383732707,mock_generator,1.0
OTHER_ASSET_00000153,other_asset,60101,244062.9643146142,RUB,2022-02-23,,,,,2024-12-31,intangible,False,1.0,mock_generator,1.0
OTHER_ASSET_00000154,other_asset,60101,1357045.947079641,RUB,2024-10-14,2025-05-03,,,,2024-12-31,receivables,True,0.21197609082955865,mock_generator,1.0
OTHER_ASSET_00000155,other_asset,60101,11637576.489135267,RUB,2019-08-30,,,,,2024-12-31,fixed_assets,False,0.5629597480548886,mock_generator,1.0
OTHER_ASSET_00000156,other_asset,60101,766971.1036959501,RUB,2023-09-20,,,,,2024-12-31,fixed_assets,False,0.4406999148756127,mock_generator,1.0
OTHER_ASSET_00000157,other_asset,60301,221926.82240928127,RUB,2021-07-20,,,,,2024-12-31,intangible,False,1.0,mock_generator,1.0
OTHER_ASSET_00000158,other_asset,60301,46969415.56381824,RUB,2023-10-31,,,,,2024-12-31,fixed_assets,False,0.674563354111761,mock_generator,1.0
OTHER_ASSET_00000159,other_asset,60201,289681.47744803753,RUB,2019-02-03,,,,,2024-12-31,intangible,False,1.0,mock_generator,1.0
OTHER_ASSET_00000160,other_asset,60101,359375.143765602,RUB,2018-02-21,,,,,2024-12-31,other,True,0.1273919419832577,mock_generator,1.0
OTHER_ASSET_00000161,other_asset,60101,1813428.5630171052,RUB,2024-11-23,2025-07-12,,,,2024-12-31,receivables,True,0.19748571768624162,mock_generator,1.0
OTHER_ASSET_00000162,other_asset,60301,712799.8016972104,RUB,2020-03-02,,,,,2024-12-31,fixed_assets,False,0.48336900278252215,mock_generator,1.0
OTHER_ASSET_00000163,other_asset,60301,392756.7294683793,RUB,2015-07-28,,,,,2024-12-31,other,True,0.22093546582417983,mock_generator,1.0
OTHER_ASSET_00000164,other_asset,60301,63439.656130406,RUB,2024-12-13,2025-03-08,,,,2024-12-31,receivables,True,0.15347950305619307,mock_generator,1.0
OTHER_ASSET_00000165,other_asset,60101,760541.3291477815,RUB,2016-09-08,,,,,2024-12-31,fixed_assets,False,0.49672241179900645,mock_generator,1.0
OTHER_ASSET_00000166,other_asset,60101,461085.1015129366,RUB,2023-10-25,,,,,2024-12-31,intangible,False,1.0,mock_generator,1.0
OTHER_ASSET_00000167,other_asset,60101,24635212.21392803,RUB,2019-04-12,,,,,2024-12-31,fixed_assets,False,0.5330829869662763,mock_generator,1.0
OTHER_ASSET_00000168,other_asset,60301,720616.6704467358,RUB,2022-11-30,,,,,2024-12-31,other,True,0.2479846821768567,mock_generator,1.0
OTHER_ASSET_00000169,other_asset,60101,54858315.558171906,RUB,2024-12-14,2025-09-09,,,,2024-12-31,receivables,True,0.12366370302557572,mock_generator,1.0
OTHER_ASSET_00000170,other_asset,60101,25115471.221791215,RUB,2018-04-19,,,,,2024-12-31,fixed_assets,False,0.45337083683652546,mock_generator,1.0
OTHER_ASSET_00000171,other_asset,60201,4645883.902013716,RUB,2019-12-07,,,,,2024-12-31,intangible,False,1.0,mock_generator,1.0
OTHER_ASSET_00000172,other_asset,60101,209698.9546259197,RUB,2015-03-08,,,,,2024-12-31,fixed_assets,False,0.5611205597750154,mock_generator,1.0
OTHER_ASSET_00000173,other_asset,60201,7866401.009697178,RUB,2015-02-03,,,,,2024-12-31,other,True,0.1160417481528592,mock_generator,1.0
OTHER_ASSET_00000174,other_asset,60201,1105227.5707237595,RUB,2016-03-12,,,,,2024-12-31,fixed_assets,False,0.6423169287516717,mock_generator,1.0
OTHER_ASSET_00000175,other_asset,60301,365421.9596623739,RUB,2015-09-26,,,,,2024-12-31,other,True,0.2693109704104303,mock_generator,1.0
