instrument_id,instrument_type,balance_account,amount,currency,start_date,maturity_date,interest_rate,counterparty_id,counterparty_type,as_of_date,repo_rate,collateral_type,collateral_value,haircut,data_source,version
RREPO_00000038,reverse_repo,50402,10428410.34508133,RUB,2024-12-29,2025-01-12,0.15116066683582363,RREPO_CPTY_038,bank,2024-12-31,0.15116066683582363,OFZ,10538641.299444731,0.010570254786281437,mock_generator,1.0
RREPO_00000039,reverse_repo,50402,5000000.0,RUB,2024-12-26,2025-01-09,0.15532887998142197,RREPO_CPTY_039,bank,2024-12-31,0.15532887998142197,OFZ,5238315.183275295,0.047663036655059034,mock_generator,1.0
RREPO_00000040,reverse_repo,50401,11384768.209322132,RUB,2024-12-31,2025-01-01,0.15420532971729772,RREPO_CPTY_000,bank,2024-12-31,0.15420532971729772,CBR_Bonds,11744186.47106003,0.03157009920005202,mock_generator,1.0
RREPO_00000041,reverse_repo,50402,54026400.22061661,RUB,2024-12-30,2025-01-06,0.15498355838914424,RREPO_CPTY_001,bank,2024-12-31,0.15498355838914424,CBR_Bonds,57624415.54562134,0.06659735444731193,mock_generator,1.0
RREPO_00000042,reverse_repo,50401,5000000.0,RUB,2024-12-30,2025-01-06,0.15879162992544157,RREPO_CPTY_002,bank,2024-12-31,0.15879162992544157,OFZ,5307835.40494175,0.06156708098834984,mock_generator,1.0
RREPO_00000043,reverse_repo,50401,6702541.47986191,RUB,2024-12-31,2025-01-14,0.15209312520448126,RREPO_CPTY_003,bank,2024-12-31,0.15209312520448126,OFZ,6892334.716443595,0.028316607536398985,mock_generator,1.0
RREPO_00000044,reverse_repo,50401,120944765.83531629,RUB,2024-12-30,2025-01-01,0.15624303437513726,RREPO_CPTY_004,bank,2024-12-31,0.15624303437513726,CBR_Bonds,130000293.6735019,0.07487325123698196,mock_generator,1.0
RREPO_00000045,reverse_repo,50402,13128243.570282236,RUB,2024-12-31,2025-01-01,0.1525207467700587,RREPO_CPTY_005,bank,2024-12-31,0.1525207467700587,OFZ,14166867.396547562,0.07911369260518643,mock_generator,1.0
RREPO_00000046,reverse_repo,50402,1204708724.5527806,RUB,2024-12-25,2025-01-01,0.15200635762306125,RREPO_CPTY_006,bank,2024-12-31,0.15200635762306125,Corporate_Bonds,1316189159.0022242,0.09253725168366145,mock_generator,1.0
RREPO_00000047,reverse_repo,50401,13284891.228972353,RUB,2024-12-31,2025-01-01,0.15690085894437186,RREPO_CPTY_007,bank,2024-12-31,0.15690085894437186,Corporate_Bonds,15189086.390414616,0.14333539722850713,mock_generator,1.0
RREPO_00000048,reverse_repo,50402,16369880.066872893,RUB,2024-12-31,2025-01-01,0.15160029222018678,RREPO_CPTY_008,bank,2024-12-31,0.15160029222018678,Corporate_Bonds,18802126.01482212,0.1485805600293476,mock_generator,1.0
RREPO_00000049,reverse_repo,50402,27652861.048134044,RUB,2024-12-26,2025-01-02,0.15107850868204548,RREPO_CPTY_009,bank,2024-12-31,0.15107850868204548,OFZ,29107448.16437165,0.05260168608614041,mock_generator,1.0
RREPO_00000050,reverse_repo,50401,115054.86661749176,USD,2024-12-30,2025-01-01,0.04795213918372458,RREPO_CPTY_010,bank,2024-12-31,0.04795213918372458,Corporate_Bonds,131179.40407557678,0.1401465051599444,mock_generator,1.0
RREPO_00000051,reverse_repo,50401,223937867.17561546,RUB,2024-12-25,2025-01-01,0.15997097057005075,RREPO_CPTY_011,bank,2024-12-31,0.15997097057005075,Corporate_Bonds,257378156.36489183,0.149328425830956,mock_generator,1.0
RREPO_00000052,reverse_repo,50402,286016312.88946456,RUB,2024-12-31,2025-01-01,0.15479502938379405,RREPO_CPTY_012,bank,2024-12-31,0.15479502938379405,Corporate_Bonds,300997903.4676255,0.052380196174162966,mock_generator,1.0
RREPO_00000053,reverse_repo,50401,34768954.050271496,RUB,2024-12-31,2025-01-02,0.15290542706004964,RREPO_CPTY_013,bank,2024-12-31,0.15290542706004964,CBR_Bonds,35828729.791715674,0.03048051833575076,mock_generator,1.0
RREPO_00000054,reverse_repo,50402,209800560.39464837,RUB,2024-12-31,2025-01-01,0.15695732209413737,RREPO_CPTY_014,bank,2024-12-31,0.15695732209413737,OFZ,210645604.50946873,0.0040278448886446406,mock_generator,1.0
RREPO_00000055,reverse_repo,50401,57163284.589548714,RUB,2024-12-30,2025-01-13,0.15913415246779217,RREPO_CPTY_015,bank,2024-12-31,0.15913415246779217,OFZ,59831381.26393366,0.04667500640564582,mock_generator,1.0
RREPO_00000056,reverse_repo,50402,88638989.79486692,RUB,2024-12-28,2025-01-27,0.15322075061349813,RREPO_CPTY_016,bank,2024-12-31,0.15322075061349813,OFZ,89054865.6667647,0.00469179390311452,mock_generator,1.0
RREPO_00000057,reverse_repo,50401,23851647.125821766,RUB,2024-12-28,2025-01-04,0.15126663061290138,RREPO_CPTY_017,bank,2024-12-31,0.15126663061290138,Corporate_Bonds,25079726.906399988,0.05148825882337943,mock_generator,1.0
RREPO_00000058,reverse_repo,50401,108959628.06419761,RUB,2024-12-30,2025-01-01,0.15080964249488493,RREPO_CPTY_018,bank,2024-12-31,0.15080964249488493,OFZ,109329658.67887293,0.003396034120612903,mock_generator,1.0
RREPO_00000059,reverse_repo,50401,20087412.32617934,RUB,2024-12-31,2025-01-14,0.15149251733957317,RREPO_CPTY_019,bank,2024-12-31,0.15149251733957317,Corporate_Bonds,22790649.37014389,0.1345736822677504,mock_generator,1.0
RREPO_00000060,reverse_repo,50401,61475830.49670869,RUB,2024-12-30,2025-01-29,0.1542657425488294,RREPO_CPTY_020,bank,2024-12-31,0.1542657425488294,OFZ,65586710.8729443,0.06686986321324602,mock_generator,1.0
RREPO_00000061,reverse_repo,50401,23216588.949153073,RUB,2024-12-27,2025-01-03,0.15243053164904866,RREPO_CPTY_021,bank,2024-12-31,0.15243053164904866,OFZ,24778376.349273615,0.06727032138704908,mock_generator,1.0
RREPO_00000062,reverse_repo,50402,7051576.886202044,RUB,2024-12-28,2025-01-04,0.154668386453415,RREPO_CPTY_022,bank,2024-12-31,0.154668386453415,Corporate_Bonds,7811659.5124635175,0.10778902911045934,mock_generator,1.0
RREPO_00000063,reverse_repo,50402,46490190.90510534,RUB,2024-12-31,2025-01-01,0.1595512282478915,RREPO_CPTY_023,bank,2024-12-31,0.1595512282478915,Corporate_Bonds,51746182.99600786,0.1130559369315332,mock_generator,1.0
RREPO_00000064,reverse_repo,50402,9754774.59709194,USD,2024-12-29,2025-01-05,0.04926035978286726,RREPO_CPTY_024,bank,2024-12-31,0.04926035978286726,Corporate_Bonds,10356638.118236402,0.06169937758724713,mock_generator,1.0
RREPO_00000065,reverse_repo,50401,26556409.969523594,RUB,2024-12-30,2025-01-29,0.1576954504384668,RREPO_CPTY_025,bank,2024-12-31,0.1576954504384668,OFZ,27176772.539011803,0.023360181974903433,mock_generator,1.0
RREPO_00000066,reverse_repo,50402,36967329.25123449,RUB,2024-12-28,2025-01-04,0.15968990072123604,RREPO_CPTY_026,bank,2024-12-31,0.15968990072123604,Corporate_Bonds,39606713.247601874,0.07139774632973375,mock_generator,1.0
RREPO_00000067,reverse_repo,50402,39103420.00311149,RUB,2024-12-29,2025-01-05,0.15468671095446035,RREPO_CPTY_027,bank,2024-12-31,0.15468671095446035,OFZ,39319188.00309355,0.0055178805323136525,mock_generator,1.0
RREPO_00000068,reverse_repo,50402,196927.41780043492,USD,2024-12-31,2025-01-02,0.054568078050020355,RREPO_CPTY_028,bank,2024-12-31,0.054568078050020355,CBR_Bonds,203298.70560468532,0.03235348269638627,mock_generator,1.0
RREPO_00000069,reverse_repo,50402,15220375.318179453,RUB,2024-12-31,2025-01-01,0.15387362589542208,RREPO_CPTY_029,bank,2024-12-31,0.15387362589542208,OFZ,16249735.835058974,0.06763042930025759,mock_generator,1.0
RREPO_00000070,reverse_repo,50401,7945812.8040026035,USD,2024-12-27,2025-01-26,0.046527779449706166,RREPO_CPTY_030,bank,2024-12-31,0.046527779449706166,Corporate_Bonds,8368974.393540079,0.053255922329848174,mock_generator,1.0
RREPO_00000071,reverse_repo,50402,288423.71968840103,USD,2024-12-31,2025-01-01,0.05471757744097111,RREPO_CPTY_031,bank,2024-12-31,0.05471757744097111,OFZ,297803.96779598953,0.032522457299012986,mock_generator,1.0
RREPO_00000072,reverse_repo,50402,87890206.86609527,RUB,2024-12-30,2025-01-01,0.15599259093989543,RREPO_CPTY_032,bank,2024-12-31,0.15599259093989543,OFZ,94150588.37735759,0.07122956850926851,mock_generator,1.0
RREPO_00000073,reverse_repo,50401,13837658.515364256,RUB,2024-12-31,2025-01-07,0.1573125926547916,RREPO_CPTY_033,bank,2024-12-31,0.1573125926547916,Corporate_Bonds,14594404.833996251,0.05468745436894278,mock_generator,1.0
RREPO_00000074,reverse_repo,50402,23043386.74832428,RUB,2024-12-27,2025-01-10,0.1538103103128998,RREPO_CPTY_034,bank,2024-12-31,0.1538103103128998,OFZ,23142917.875435438,0.00431929248066786,mock_generator,1.0
RREPO_00000075,reverse_repo,50402,63655883.921286725,RUB,2024-12-31,2025-01-07,0.156523419281661,RREPO_CPTY_035,bank,2024-12-31,0.156523419281661,OFZ,65109000.649499945,0.022827689110563085,mock_generator,1.0
RREPO_00000076,reverse_repo,50402,17758135.124381606,RUB,2024-12-30,2025-01-01,0.15139417925089865,RREPO_CPTY_036,bank,2024-12-31,0.15139417925089865,Corporate_Bonds,19831454.64384947,0.11675322351958181,mock_generator,1.0
RREPO_00000077,reverse_repo,50401,5000000.0,RUB,2024-12-31,2025-01-01,0.15922217912728287,RREPO_CPTY_037,bank,2024-12-31,0.15922217912728287,CBR_Bonds,5182463.178114072,0.03649263562281463,mock_generator,1.0
RREPO_00000078,reverse_repo,50402,28969170.775397945,RUB,2024-12-31,2025-01-01,0.15624311562169027,RREPO_CPTY_038,bank,2024-12-31,0.15624311562169027,OFZ,30888943.06773782,0.06626949411925329,mock_generator,1.0
RREPO_00000079,reverse_repo,50401,58823.529411764706,USD,2024-12-28,2025-01-04,0.04937084913632224,RREPO_CPTY_039,bank,2024-12-31,0.04937084913632224,CBR_Bonds,59506.992032160946,0.011618864546736205,mock_generator,1.0
RREPO_00000080,reverse_repo,50402,29849112.055089246,RUB,2024-12-31,2025-01-01,0.15058242647239567,RREPO_CPTY_000,bank,2024-12-31,0.15058242647239567,OFZ,31598393.542251278,0.05860413817113134,mock_generator,1.0
RREPO_00000081,reverse_repo,50402,1054093.9200981094,USD,2024-12-31,2025-01-07,0.04671472972553241,RREPO_CPTY_001,bank,2024-12-31,0.04671472972553241,CBR_Bonds,1069804.5983544495,0.01490443873813228,mock_generator,1.0
RREPO_00000082,reverse_repo,50401,307199707.6102481,RUB,2024-12-30,2025-01-06,0.15204809622489512,RREPO_CPTY_002,bank,2024-12-31,0.15204809622489512,OFZ,318736012.4864797,0.03755311151164246,mock_generator,1.0
RREPO_00000083,reverse_repo,50401,46801747.011346504,RUB,2024-12-28,2025-01-11,0.15526667788218002,RREPO_CPTY_003,bank,2024-12-31,0.15526667788218002,OFZ,50044578.31628181,0.06928868070136607,mock_generator,1.0
RREPO_00000084,reverse_repo,50401,9646621.331950778,RUB,2024-12-31,2025-01-02,0.15703315831809433,RREPO_CPTY_004,bank,2024-12-31,0.15703315831809433,OFZ,9797517.356793359,0.015642370489115758,mock_generator,1.0
RREPO_00000085,reverse_repo,50401,200662771.52444312,RUB,2024-12-29,2025-01-28,0.1573999944747622,RREPO_CPTY_005,bank,2024-12-31,0.1573999944747622,OFZ,210336404.9013231,0.048208411073907914,mock_generator,1.0
RREPO_00000086,reverse_repo,50402,12624110.993323574,RUB,2024-12-31,2025-01-02,0.15629631683054543,RREPO_CPTY_006,bank,2024-12-31,0.15629631683054543,CBR_Bonds,13127067.319022542,0.03984093026154183,mock_generator,1.0
RREPO_00000087,reverse_repo,50402,4991423227.601307,RUB,2024-12-31,2025-01-01,0.15474458952739206,RREPO_CPTY_007,bank,2024-12-31,0.15474458952739206,CBR_Bonds,5236322073.149591,0.049063931143737916,mock_generator,1.0
RREPO_00000088,reverse_repo,50402,38115507.58117138,RUB,2024-12-26,2025-01-02,0.15816627234996467,RREPO_CPTY_008,bank,2024-12-31,0.15816627234996467,CBR_Bonds,40759269.54234885,0.06936184584574331,mock_generator,1.0
RREPO_00000089,reverse_repo,50401,41328676.39309322,RUB,2024-12-31,2025-01-01,0.1545989241445641,RREPO_CPTY_009,bank,2024-12-31,0.1545989241445641,CBR_Bonds,42033451.33750517,0.01705292803738889,mock_generator,1.0
RREPO_00000090,reverse_repo,50401,85533341.18591523,RUB,2024-12-31,2025-01-02,0.1597754584773072,RREPO_CPTY_010,bank,2024-12-31,0.1597754584773072,OFZ,85587605.8239506,0.0006344267309448526,mock_generator,1.0
RREPO_00000091,reverse_repo,50401,91950571.92828324,RUB,2024-12-31,2025-01-01,0.15244106922110617,RREPO_CPTY_011,bank,2024-12-31,0.15244106922110617,OFZ,98942382.37148203,0.07603879232694766,mock_generator,1.0
RREPO_00000092,reverse_repo,50402,73989218.83238938,RUB,2024-12-30,2025-01-01,0.1530967340591278,RREPO_CPTY_012,bank,2024-12-31,0.1530967340591278,OFZ,77315939.6925171,0.0449622379128486,mock_generator,1.0
RREPO_00000093,reverse_repo,50402,39893288.494730555,RUB,2024-12-27,2025-01-03,0.15388381565725978,RREPO_CPTY_013,bank,2024-12-31,0.15388381565725978,OFZ,41356922.03888451,0.0366887163074383,mock_generator,1.0
RREPO_00000094,reverse_repo,50401,5000000.0,RUB,2024-12-31,2025-01-01,0.15587316837344203,RREPO_CPTY_014,bank,2024-12-31,0.15587316837344203,CBR_Bonds,5027401.632854378,0.005480326570875702,mock_generator,1.0
RREPO_00000095,reverse_repo,50402,51634654.94026947,RUB,2024-12-29,2025-01-05,0.15055326123048887,RREPO_CPTY_015,bank,2024-12-31,0.15055326123048887,OFZ,53458487.73966602,0.03532187445633828,mock_generator,1.0
RREPO_00000096,reverse_repo,50401,58823.529411764706,USD,2024-12-25,2025-01-01,0.05387570706193399,RREPO_CPTY_016,bank,2024-12-31,0.05387570706193399,OFZ,59168.98981109471,0.005872826788610013,mock_generator,1.0
RREPO_00000097,reverse_repo,50402,285273207.549099,RUB,2024-12-25,2025-01-01,0.15025892895164966,RREPO_CPTY_017,bank,2024-12-31,0.15025892895164966,Corporate_Bonds,307493670.49463147,0.07789186771669757,mock_generator,1.0
RREPO_00000098,reverse_repo,50402,43751787.09560122,RUB,2024-12-25,2025-01-24,0.15939104743356192,RREPO_CPTY_018,bank,2024-12-31,0.15939104743356192,OFZ,46287089.18624324,0.057947395042451104,mock_generator,1.0
RREPO_00000099,reverse_repo,50401,177614967.12192592,RUB,2024-12-30,2025-01-01,0.1542629254929213,RREPO_CPTY_019,bank,2024-12-31,0.1542629254929213,CBR_Bonds,185350167.9452042,0.04355038850959193,mock_generator,1.0
RREPO_00000100,reverse_repo,50401,11925367.534408031,RUB,2024-12-30,2025-01-01,0.15786094359951697,RREPO_CPTY_020,bank,2024-12-31,0.15786094359951697,Corporate_Bonds,13120500.908553524,0.10021773926021132,mock_generator,1.0
RREPO_00000101,reverse_repo,50402,28793671.963182677,RUB,2024-12-31,2025-01-14,0.15943479431324326,RREPO_CPTY_021,bank,2024-12-31,0.15943479431324326,OFZ,29664943.62245953,0.030259136812800992,mock_generator,1.0
RREPO_00000102,reverse_repo,50401,13472398.921897532,RUB,2024-12-28,2025-01-11,0.1563316184489825,RREPO_CPTY_022,bank,2024-12-31,0.1563316184489825,OFZ,14480790.177152632,0.07484867847968019,mock_generator,1.0
RREPO_00000103,reverse_repo,50402,34362729.724071465,RUB,2024-12-26,2025-01-25,0.1576952478445449,RREPO_CPTY_023,bank,2024-12-31,0.1576952478445449,Corporate_Bonds,38449680.69136256,0.11893557351551547,mock_generator,1.0
RREPO_00000104,reverse_repo,50401,5000000.0,RUB,2024-12-31,2025-01-02,0.1516605908524463,RREPO_CPTY_024,bank,2024-12-31,0.1516605908524463,Corporate_Bonds,5355008.195531546,0.07100163910630933,mock_generator,1.0
RREPO_00000105,reverse_repo,50402,20738869.270752233,RUB,2024-12-26,2025-01-02,0.15649988816954136,RREPO_CPTY_025,bank,2024-12-31,0.15649988816954136,Corporate_Bonds,23625652.040265866,0.139196729186428,mock_generator,1.0
RREPO_00000106,reverse_repo,50401,116051330.00653109,RUB,2024-12-27,2025-01-03,0.15706675507193674,RREPO_CPTY_026,bank,2024-12-31,0.15706675507193674,CBR_Bonds,124285862.56948858,0.07095595166806012,mock_generator,1.0
RREPO_00000107,reverse_repo,50401,52255603.58561637,RUB,2024-12-27,2025-01-10,0.15833251872050189,RREPO_CPTY_027,bank,2024-12-31,0.15833251872050189,CBR_Bonds,53392721.926961295,0.021760696716130054,mock_generator,1.0
RREPO_00000108,reverse_repo,50401,5584523.061599414,RUB,2024-12-29,2025-01-12,0.15456506074898105,RREPO_CPTY_028,bank,2024-12-31,0.15456506074898105,CBR_Bonds,5834208.5246509155,0.044710257312464544,mock_generator,1.0
RREPO_00000109,reverse_repo,50401,12591149.537859447,RUB,2024-12-25,2025-01-01,0.15964946292666995,RREPO_CPTY_029,bank,2024-12-31,0.15964946292666995,CBR_Bonds,13547919.618923087,0.0759875083833127,mock_generator,1.0
RREPO_00000110,reverse_repo,50402,158701620.89928585,RUB,2024-12-31,2025-01-01,0.15946081931112271,RREPO_CPTY_030,bank,2024-12-31,0.15946081931112271,OFZ,159647450.40427437,0.005959797383473316,mock_generator,1.0
RREPO_00000111,reverse_repo,50402,66618681.58304505,RUB,2024-12-30,2025-01-13,0.15968836396858924,RREPO_CPTY_031,bank,2024-12-31,0.15968836396858924,Corporate_Bonds,75816020.59253284,0.13805945706119443,mock_generator,1.0
RREPO_00000112,reverse_repo,50402,454097603.85093147,RUB,2024-12-31,2025-01-02,0.1553292891871209,RREPO_CPTY_032,bank,2024-12-31,0.1553292891871209,Corporate_Bonds,493939791.9857002,0.08773926089213166,mock_generator,1.0
RREPO_00000113,reverse_repo,50402,170840588.0215217,RUB,2024-12-27,2025-01-10,0.15337675008593807,RREPO_CPTY_033,bank,2024-12-31,0.15337675008593807,Corporate_Bonds,187535473.91632244,0.09772201142680226,mock_generator,1.0
RREPO_00000114,reverse_repo,50402,131277796.88743171,RUB,2024-12-30,2025-01-13,0.15535905965491,RREPO_CPTY_034,bank,2024-12-31,0.15535905965491,OFZ,131624266.43506527,0.0026392090349493815,mock_generator,1.0
RREPO_00000115,reverse_repo,50402,22538360.881944526,RUB,2024-12-31,2025-01-07,0.1511043057432551,RREPO_CPTY_035,bank,2024-12-31,0.1511043057432551,CBR_Bonds,24294162.305488393,0.0779028001521813,mock_generator,1.0
