instrument_id,instrument_type,balance_account,amount,currency,start_date,maturity_date,interest_rate,counterparty_id,counterparty_type,as_of_date,repo_rate,collateral_type,collateral_value,haircut,data_source,version
REPO_00000017,repo,50602,114699333.21963744,RUB,2024-12-31,2025-01-01,0.15522227837874544,REPO_CPTY_017,bank,2024-12-31,0.15522227837874544,OFZ,122126572.60073495,0.0647539891698856,mock_generator,1.0
REPO_00000018,repo,50601,49012440.44020142,RUB,2024-12-29,2025-01-12,0.15736108993411432,REPO_CPTY_018,bank,2024-12-31,0.15736108993411432,OFZ,49477010.12314215,0.009478607446767385,mock_generator,1.0
REPO_00000019,repo,50602,36694303.14640472,RUB,2024-12-25,2025-01-24,0.1632625585422476,REPO_CPTY_019,bank,2024-12-31,0.1632625585422476,OFZ,36833252.314318314,0.0037866686651386264,mock_generator,1.0
REPO_00000020,repo,50602,10000000.0,RUB,2024-12-31,2025-01-01,0.15600780303294567,REPO_CPTY_020,bank,2024-12-31,0.15600780303294567,OFZ,10050140.02354028,0.005014002354028069,mock_generator,1.0
REPO_00000021,repo,50601,77474673.65326436,RUB,2024-12-31,2025-01-01,0.1568186418102067,REPO_CPTY_021,bank,2024-12-31,0.1568186418102067,OFZ,80842649.21491902,0.04347195545124763,mock_generator,1.0
REPO_00000022,repo,50601,582019.5744132337,USD,2024-12-31,2025-01-01,0.05837436183879758,REPO_CPTY_022,bank,2024-12-31,0.05837436183879758,Bank_Bonds,583075.638046872,0.001814481299366988,mock_generator,1.0
REPO_00000023,repo,50602,215159331.22902286,RUB,2024-12-31,2025-01-01,0.1557898398392957,REPO_CPTY_023,bank,2024-12-31,0.1557898398392957,Corporate_Bonds,235589558.77901974,0.0949539461444518,mock_generator,1.0
REPO_00000024,repo,50601,10000000.0,RUB,2024-12-27,2025-01-26,0.1613296138409905,REPO_CPTY_024,bank,2024-12-31,0.1613296138409905,OFZ,10123599.769259574,0.012359976925957583,mock_generator,1.0
REPO_00000025,repo,50601,79213744.28697371,RUB,2024-12-31,2025-01-01,0.16034969725495024,REPO_CPTY_025,bank,2024-12-31,0.16034969725495024,OFZ,86151866.72162697,0.0875873561729135,mock_generator,1.0
REPO_00000026,repo,50601,2409475827.6871643,RUB,2024-12-31,2025-01-01,0.1644253007731969,REPO_CPTY_026,bank,2024-12-31,0.1644253007731969,OFZ,2572948486.321914,0.06784573505834501,mock_generator,1.0
REPO_00000027,repo,50602,10000000.0,RUB,2024-12-25,2025-01-01,0.15744795904378242,REPO_CPTY_027,bank,2024-12-31,0.15744795904378242,Corporate_Bonds,10880625.80718804,0.08806258071880392,mock_generator,1.0
REPO_00000028,repo,50601,32015380.541277,RUB,2024-12-25,2025-01-01,0.16114285860313973,REPO_CPTY_028,bank,2024-12-31,0.16114285860313973,OFZ,34617687.136524975,0.08128301307844396,mock_generator,1.0
REPO_00000029,repo,50602,19375713.51392481,RUB,2024-12-30,2025-01-01,0.1610612260593127,REPO_CPTY_029,bank,2024-12-31,0.1610612260593127,OFZ,20796576.611361943,0.07333216897617692,mock_generator,1.0
REPO_00000030,repo,50602,81060295.89688812,RUB,2024-12-31,2025-01-01,0.16038548000083888,REPO_CPTY_030,bank,2024-12-31,0.16038548000083888,OFZ,88842322.41068651,0.0960029374146058,mock_generator,1.0
REPO_00000031,repo,50602,21685852.18259898,RUB,2024-12-30,2025-01-01,0.15907973350311855,REPO_CPTY_031,bank,2024-12-31,0.15907973350311855,OFZ,22610703.601399865,0.042647686197132696,mock_generator,1.0
REPO_00000032,repo,50601,57232255.66246784,RUB,2024-12-31,2025-01-02,0.15610268913059566,REPO_CPTY_032,bank,2024-12-31,0.15610268913059566,OFZ,61004188.063261524,0.06590570923919174,mock_generator,1.0
REPO_00000033,repo,50601,14337371.317631494,RUB,2024-12-30,2025-01-01,0.1612867511422942,REPO_CPTY_033,bank,2024-12-31,0.1612867511422942,OFZ,14389428.74087967,0.003630890356041505,mock_generator,1.0
REPO_00000034,repo,50602,170146.3139810872,USD,2024-12-31,2025-01-01,0.054671042399020056,REPO_CPTY_034,bank,2024-12-31,0.054671042399020056,OFZ,183976.90878218604,0.08128647913369541,mock_generator,1.0
REPO_00000035,repo,50601,537290859.3544495,RUB,2024-12-28,2025-01-04,0.16032834331630952,REPO_CPTY_035,bank,2024-12-31,0.16032834331630952,OFZ,556019582.8905257,0.03485769990313741,mock_generator,1.0
REPO_00000036,repo,50601,60620889.82592841,RUB,2024-12-31,2025-01-01,0.16212628606206553,REPO_CPTY_036,bank,2024-12-31,0.16212628606206553,OFZ,66450537.386162825,0.09616565472684607,mock_generator,1.0
REPO_00000037,repo,50602,11966532.264877174,RUB,2024-12-30,2025-01-01,0.15662825882722925,REPO_CPTY_037,bank,2024-12-31,0.15662825882722925,Corporate_Bonds,14271955.556973461,0.19265592078524768,mock_generator,1.0
REPO_00000038,repo,50602,16528139.440099603,RUB,2024-12-28,2025-01-11,0.15790078973237792,REPO_CPTY_038,bank,2024-12-31,0.15790078973237792,OFZ,16997324.52556568,0.028387047868664875,mock_generator,1.0
REPO_00000039,repo,50602,117647.05882352941,USD,2024-12-26,2025-01-25,0.05310897650813471,REPO_CPTY_039,bank,2024-12-31,0.05310897650813471,Corporate_Bonds,125192.93693397402,0.0641399639387792,mock_generator,1.0
REPO_00000040,repo,50601,117647.05882352941,USD,2024-12-31,2025-03-31,0.055930586176199705,REPO_CPTY_040,bank,2024-12-31,0.055930586176199705,Corporate_Bonds,123911.7029125675,0.05324947475682368,mock_generator,1.0
REPO_00000041,repo,50602,15290009.188815018,RUB,2024-12-31,2025-01-01,0.15560781264500362,REPO_CPTY_041,bank,2024-12-31,0.15560781264500362,OFZ,15858053.792905513,0.037151357927634986,mock_generator,1.0
REPO_00000042,repo,50602,18895133.820968285,RUB,2024-12-31,2025-01-01,0.15709081910717707,REPO_CPTY_042,bank,2024-12-31,0.15709081910717707,OFZ,19523430.76529545,0.03325178589790845,mock_generator,1.0
REPO_00000043,repo,50601,26452053.012683894,RUB,2024-12-31,2025-01-01,0.15539484546166016,REPO_CPTY_043,bank,2024-12-31,0.15539484546166016,OFZ,28735144.658334944,0.08631056517829808,mock_generator,1.0
REPO_00000044,repo,50601,11633996.661177136,RUB,2024-12-28,2025-01-04,0.1574948234227627,REPO_CPTY_044,bank,2024-12-31,0.1574948234227627,Corporate_Bonds,12483551.824485987,0.07302350069807333,mock_generator,1.0
REPO_00000045,repo,50601,27526868.9588576,RUB,2024-12-31,2025-01-01,0.15805727760816926,REPO_CPTY_045,bank,2024-12-31,0.15805727760816926,Corporate_Bonds,32594926.79839859,0.18411312405765612,mock_generator,1.0
REPO_00000046,repo,50602,536866750.5249162,RUB,2024-12-31,2025-01-01,0.15585933556602669,REPO_CPTY_046,bank,2024-12-31,0.15585933556602669,OFZ,541552219.7755746,0.008727434221018815,mock_generator,1.0
REPO_00000047,repo,50602,117647.05882352941,USD,2024-12-27,2025-01-03,0.05827602502650799,REPO_CPTY_047,bank,2024-12-31,0.05827602502650799,Corporate_Bonds,140828.68270143843,0.19704380296222668,mock_generator,1.0
REPO_00000048,repo,50601,54421107.477835044,RUB,2024-12-31,2025-01-01,0.1627986111783295,REPO_CPTY_048,bank,2024-12-31,0.1627986111783295,Corporate_Bonds,57395532.9937593,0.054655732927443496,mock_generator,1.0
REPO_00000049,repo,50601,131714838.59837623,RUB,2024-12-31,2025-01-02,0.1597188690762288,REPO_CPTY_049,bank,2024-12-31,0.1597188690762288,OFZ,141165000.47022936,0.07174713170069245,mock_generator,1.0
REPO_00000050,repo,50602,1399916.2870753703,USD,2024-12-31,2025-01-01,0.05575030420484524,REPO_CPTY_000,bank,2024-12-31,0.05575030420484524,Bank_Bonds,1526699.9232535353,0.09056515546585622,mock_generator,1.0
REPO_00000051,repo,50602,86748221.87227164,RUB,2024-12-30,2025-01-01,0.15563162355148155,REPO_CPTY_001,bank,2024-12-31,0.15563162355148155,OFZ,93047540.20931347,0.07261610902315631,mock_generator,1.0
REPO_00000052,repo,50602,187823053.29401955,RUB,2024-12-26,2025-03-26,0.1570756157686408,REPO_CPTY_002,bank,2024-12-31,0.1570756157686408,Corporate_Bonds,218195102.60819936,0.1617056521098887,mock_generator,1.0
REPO_00000053,repo,50601,91596534.45466338,RUB,2024-12-25,2025-01-08,0.1611152022516353,REPO_CPTY_003,bank,2024-12-31,0.1611152022516353,OFZ,99178148.93639922,0.0827718485953029,mock_generator,1.0
REPO_00000054,repo,50602,230433589.01543844,RUB,2024-12-29,2025-01-05,0.1585526475452423,REPO_CPTY_004,bank,2024-12-31,0.1585526475452423,OFZ,242667991.16751754,0.05309296359247097,mock_generator,1.0
REPO_00000055,repo,50601,20598535.271794897,RUB,2024-12-31,2025-01-07,0.16385600466907793,REPO_CPTY_005,bank,2024-12-31,0.16385600466907793,OFZ,20939930.036850903,0.016573739858264127,mock_generator,1.0
REPO_00000056,repo,50601,35598188.501076706,RUB,2024-12-31,2025-01-02,0.16037765325608572,REPO_CPTY_006,bank,2024-12-31,0.16037765325608572,OFZ,36668303.67439424,0.03006094462602147,mock_generator,1.0
REPO_00000057,repo,50601,48065986.25538712,RUB,2024-12-31,2025-01-01,0.16413372810538185,REPO_CPTY_007,bank,2024-12-31,0.16413372810538185,OFZ,48909832.49593589,0.017555995544649705,mock_generator,1.0
REPO_00000058,repo,50602,10000000.0,RUB,2024-12-31,2025-01-14,0.1596220973124862,REPO_CPTY_008,bank,2024-12-31,0.1596220973124862,OFZ,10787723.004423542,0.07877230044235425,mock_generator,1.0
REPO_00000059,repo,50602,455898844.7278282,RUB,2024-12-31,2025-01-01,0.1551522224741171,REPO_CPTY_009,bank,2024-12-31,0.1551522224741171,Corporate_Bonds,542032377.8121815,0.1889312378840859,mock_generator,1.0
REPO_00000060,repo,50602,120744141.78272054,RUB,2024-12-31,2025-01-01,0.15774179927981113,REPO_CPTY_010,bank,2024-12-31,0.15774179927981113,OFZ,129590376.5634973,0.07326429796234411,mock_generator,1.0
REPO_00000061,repo,50602,377526.1963370793,USD,2024-12-31,2025-01-01,0.05099558651205509,REPO_CPTY_011,bank,2024-12-31,0.05099558651205509,OFZ,382194.5486340461,0.012365638046475114,mock_generator,1.0
REPO_00000062,repo,50601,10000000.0,RUB,2024-12-30,2025-01-13,0.16166102722384396,REPO_CPTY_012,bank,2024-12-31,0.16166102722384396,OFZ,10340687.846061729,0.034068784606172985,mock_generator,1.0
REPO_00000063,repo,50602,18064931.405086648,RUB,2024-12-29,2025-01-05,0.15703885079386587,REPO_CPTY_013,bank,2024-12-31,0.15703885079386587,Bank_Bonds,18745029.565445337,0.037647425562169136,mock_generator,1.0
REPO_00000064,repo,50602,115397725.1856313,RUB,2024-12-25,2025-01-01,0.15992103811197772,REPO_CPTY_014,bank,2024-12-31,0.15992103811197772,OFZ,124603410.6183405,0.0797735433510561,mock_generator,1.0
REPO_00000065,repo,50601,104328077.52078313,RUB,2024-12-31,2025-01-02,0.16161778684530348,REPO_CPTY_015,bank,2024-12-31,0.16161778684530348,Corporate_Bonds,112596466.04555294,0.07925372269150338,mock_generator,1.0
REPO_00000066,repo,50602,46870762.1127655,RUB,2024-12-25,2025-01-08,0.1550270932406775,REPO_CPTY_016,bank,2024-12-31,0.1550270932406775,OFZ,49968010.76042217,0.06608061204989707,mock_generator,1.0
REPO_00000067,repo,50602,158890944.09825534,RUB,2024-12-31,2025-01-01,0.15957462362959882,REPO_CPTY_017,bank,2024-12-31,0.15957462362959882,Corporate_Bonds,175873405.85773066,0.10688124396173068,mock_generator,1.0
REPO_00000068,repo,50601,38852909.95706743,USD,2024-12-31,2025-01-30,0.05753632393179224,REPO_CPTY_018,bank,2024-12-31,0.05753632393179224,Corporate_Bonds,41551450.93800048,0.06945531194227,mock_generator,1.0
REPO_00000069,repo,50602,19393093.522474658,RUB,2024-12-31,2025-01-01,0.16074062705273726,REPO_CPTY_019,bank,2024-12-31,0.16074062705273726,Corporate_Bonds,23203645.253908403,0.19649014361827827,mock_generator,1.0
REPO_00000070,repo,50602,250715937.13372344,RUB,2024-12-31,2025-01-01,0.1612846032410675,REPO_CPTY_020,bank,2024-12-31,0.1612846032410675,OFZ,256954119.95412508,0.02488147698833524,mock_generator,1.0
REPO_00000071,repo,50601,23460833.856314827,RUB,2024-12-31,2025-01-14,0.15659437673192197,REPO_CPTY_021,bank,2024-12-31,0.15659437673192197,OFZ,23558284.846801706,0.004153773522446647,mock_generator,1.0
REPO_00000072,repo,50601,124563072.20456009,RUB,2024-12-31,2025-01-01,0.16075068696839284,REPO_CPTY_022,bank,2024-12-31,0.16075068696839284,Corporate_Bonds,145147413.96490493,0.16525236088060508,mock_generator,1.0
REPO_00000073,repo,50602,10000000.0,RUB,2024-12-31,2025-01-01,0.16260965478100772,REPO_CPTY_023,bank,2024-12-31,0.16260965478100772,OFZ,10130785.932182213,0.01307859321822137,mock_generator,1.0
REPO_00000074,repo,50601,331876818.7912599,RUB,2024-12-30,2025-01-01,0.1617679742189468,REPO_CPTY_024,bank,2024-12-31,0.1617679742189468,Corporate_Bonds,357776075.1504648,0.07803876285645238,mock_generator,1.0
REPO_00000075,repo,50601,67344396.8482607,RUB,2024-12-25,2025-01-08,0.15967113594431953,REPO_CPTY_025,bank,2024-12-31,0.15967113594431953,OFZ,73755380.83784445,0.09519699172640707,mock_generator,1.0
REPO_00000076,repo,50602,10472297.303534443,RUB,2024-12-30,2025-01-01,0.15503001688102197,REPO_CPTY_026,bank,2024-12-31,0.15503001688102197,OFZ,11014583.667843606,0.05178294204139338,mock_generator,1.0
REPO_00000077,repo,50602,52679895.61403268,RUB,2024-12-26,2025-01-25,0.1587688662179171,REPO_CPTY_027,bank,2024-12-31,0.1587688662179171,OFZ,56613995.18895919,0.07467933504937618,mock_generator,1.0
REPO_00000078,repo,50601,48660100.99946907,RUB,2024-12-31,2025-01-07,0.1572084733073775,REPO_CPTY_028,bank,2024-12-31,0.1572084733073775,OFZ,49452005.71654263,0.016274210303883308,mock_generator,1.0
REPO_00000079,repo,50601,10000000.0,RUB,2024-12-29,2025-01-12,0.162451077680296,REPO_CPTY_029,bank,2024-12-31,0.162451077680296,Corporate_Bonds,10875406.741974039,0.08754067419740384,mock_generator,1.0
REPO_00000080,repo,50602,52770490.68191066,RUB,2024-12-31,2025-01-30,0.16463668574162074,REPO_CPTY_030,bank,2024-12-31,0.16463668574162074,OFZ,53328151.37016837,0.0105676616050282,mock_generator,1.0
REPO_00000081,repo,50601,84079528.61590749,RUB,2024-12-31,2025-01-01,0.15521619632822012,REPO_CPTY_031,bank,2024-12-31,0.15521619632822012,OFZ,91093148.21332258,0.08341649522626061,mock_generator,1.0
REPO_00000082,repo,50602,10000000.0,RUB,2024-12-31,2025-01-01,0.16166280963071059,REPO_CPTY_032,bank,2024-12-31,0.16166280963071059,OFZ,10393658.471407285,0.03936584714072845,mock_generator,1.0
REPO_00000083,repo,50602,14334430.638608562,RUB,2024-12-31,2025-01-02,0.15536111298571526,REPO_CPTY_033,bank,2024-12-31,0.15536111298571526,OFZ,15493940.139652437,0.0808898190850242,mock_generator,1.0
REPO_00000084,repo,50601,39779822.97791114,RUB,2024-12-31,2025-01-01,0.16474091582998884,REPO_CPTY_034,bank,2024-12-31,0.16474091582998884,Corporate_Bonds,44928710.455105744,0.1294346503264649,mock_generator,1.0
REPO_00000085,repo,50602,253450010.39344028,RUB,2024-12-28,2025-01-04,0.16189744588262658,REPO_CPTY_035,bank,2024-12-31,0.16189744588262658,Bank_Bonds,265621392.3535203,0.04802281105132298,mock_generator,1.0
REPO_00000086,repo,50601,120573973.73138674,RUB,2024-12-31,2025-01-01,0.15825438641076453,REPO_CPTY_036,bank,2024-12-31,0.15825438641076453,Corporate_Bonds,142354948.1951413,0.1806440792295521,mock_generator,1.0
REPO_00000087,repo,50602,165528564.4610616,RUB,2024-12-30,2025-01-01,0.16400283090601156,REPO_CPTY_037,bank,2024-12-31,0.16400283090601156,Corporate_Bonds,186007568.31509086,0.12371885130947714,mock_generator,1.0
REPO_00000088,repo,50601,363213723.8869727,RUB,2024-12-29,2025-01-12,0.1606052329516806,REPO_CPTY_038,bank,2024-12-31,0.1606052329516806,Bank_Bonds,388973803.4797217,0.07092264938966124,mock_generator,1.0
REPO_00000089,repo,50601,122616339.94502768,RUB,2024-12-31,2025-01-01,0.15892580122494002,REPO_CPTY_039,bank,2024-12-31,0.15892580122494002,OFZ,127643042.74670099,0.04099537471047439,mock_generator,1.0
REPO_00000090,repo,50602,16549730.912579648,RUB,2024-12-30,2025-01-01,0.155643249854697,REPO_CPTY_040,bank,2024-12-31,0.155643249854697,OFZ,16919355.24647287,0.02233415974227513,mock_generator,1.0
REPO_00000091,repo,50601,265445606.68858084,RUB,2024-12-25,2025-01-01,0.15659840373187778,REPO_CPTY_041,bank,2024-12-31,0.15659840373187778,OFZ,275782534.2182518,0.03894179172382464,mock_generator,1.0
REPO_00000092,repo,50602,19229365.85034757,RUB,2024-12-31,2025-01-02,0.16377666636542365,REPO_CPTY_042,bank,2024-12-31,0.16377666636542365,OFZ,20228412.97209247,0.05195424173214957,mock_generator,1.0
REPO_00000093,repo,50602,48960066.08585388,RUB,2024-12-30,2025-01-13,0.15740522777987415,REPO_CPTY_043,bank,2024-12-31,0.15740522777987415,OFZ,49282968.979177356,0.006595229932027469,mock_generator,1.0
REPO_00000094,repo,50602,23058572.15493994,RUB,2024-12-31,2025-01-01,0.1564162948933737,REPO_CPTY_044,bank,2024-12-31,0.1564162948933737,Bank_Bonds,24581465.409625575,0.06604456010774186,mock_generator,1.0
REPO_00000095,repo,50601,10000000.0,RUB,2024-12-26,2025-01-09,0.1563762743655848,REPO_CPTY_045,bank,2024-12-31,0.1563762743655848,OFZ,10985898.557483815,0.09858985574838144,mock_generator,1.0
REPO_00000096,repo,50601,18278794.269756787,RUB,2024-12-26,2025-03-26,0.16478444468013323,REPO_CPTY_046,bank,2024-12-31,0.16478444468013323,OFZ,19273318.736530736,0.05440864709656704,mock_generator,1.0
REPO_00000097,repo,50601,1393500.3416939063,USD,2024-12-29,2025-01-05,0.05015961052339894,REPO_CPTY_047,bank,2024-12-31,0.05015961052339894,Corporate_Bonds,1591711.4352917622,0.14223971653779083,mock_generator,1.0
REPO_00000098,repo,50601,161018639.18524322,RUB,2024-12-30,2025-03-30,0.16440963294567948,REPO_CPTY_048,bank,2024-12-31,0.16440963294567948,OFZ,172710569.02445596,0.07261227581088796,mock_generator,1.0
REPO_00000099,repo,50602,10000000.0,RUB,2024-12-27,2025-01-10,0.15724973544367077,REPO_CPTY_049,bank,2024-12-31,0.15724973544367077,OFZ,10068649.055537004,0.006864905553700507,mock_generator,1.0
REPO_00000100,repo,50602,153160368.70302716,RUB,2024-12-31,2025-01-01,0.16269690395667133,REPO_CPTY_000,bank,2024-12-31,0.16269690395667133,Corporate_Bonds,168273771.68783262,0.09867698225583313,mock_generator,1.0
REPO_00000101,repo,50602,10000000.0,RUB,2024-12-31,2025-01-02,0.16215859822084966,REPO_CPTY_001,bank,2024-12-31,0.16215859822084966,Bank_Bonds,10388395.797164671,0.03883957971646719,mock_generator,1.0
REPO_00000102,repo,50602,51418401.32541527,RUB,2024-12-31,2025-01-02,0.15827358974370928,REPO_CPTY_002,bank,2024-12-31,0.15827358974370928,OFZ,54889042.636077024,0.0674980400245598,mock_generator,1.0
REPO_00000103,repo,50602,114720068.61557426,RUB,2024-12-31,2025-01-02,0.16417932560948434,REPO_CPTY_003,bank,2024-12-31,0.16417932560948434,OFZ,119749127.4259662,0.043837655181712565,mock_generator,1.0
REPO_00000104,repo,50601,3955306237.7085752,RUB,2024-12-31,2025-01-01,0.16384796885046296,REPO_CPTY_004,bank,2024-12-31,0.16384796885046296,Corporate_Bonds,4462333324.159657,0.12818908473312468,mock_generator,1.0
REPO_00000105,repo,50601,10000000.0,RUB,2024-12-31,2025-01-02,0.15907203271589998,REPO_CPTY_005,bank,2024-12-31,0.15907203271589998,OFZ,10038216.902905779,0.0038216902905779506,mock_generator,1.0
REPO_00000106,repo,50601,28760279.811870977,RUB,2024-12-29,2025-01-05,0.15906199686737207,REPO_CPTY_006,bank,2024-12-31,0.15906199686737207,OFZ,28890132.28467216,0.004514993374563137,mock_generator,1.0
REPO_00000107,repo,50602,1005446662.7011929,RUB,2024-12-26,2025-01-02,0.1559071614151857,REPO_CPTY_007,bank,2024-12-31,0.1559071614151857,Corporate_Bonds,1126553681.550585,0.12045096308145374,mock_generator,1.0
REPO_00000108,repo,50601,117647.05882352941,USD,2024-12-31,2025-01-14,0.05289490675865388,REPO_CPTY_008,bank,2024-12-31,0.05289490675865388,OFZ,128610.13545104589,0.09318615133388998,mock_generator,1.0
REPO_00000109,repo,50601,136190.76570981296,USD,2024-12-31,2025-01-02,0.05821233351146567,REPO_CPTY_009,bank,2024-12-31,0.05821233351146567,OFZ,140282.56731243376,0.03004463321205918,mock_generator,1.0
REPO_00000110,repo,50602,10000000.0,RUB,2024-12-31,2025-01-01,0.15938630458132402,REPO_CPTY_010,bank,2024-12-31,0.15938630458132402,Bank_Bonds,10780347.5513425,0.07803475513424996,mock_generator,1.0
REPO_00000111,repo,50602,237075839.91885823,RUB,2024-12-31,2025-01-01,0.15662433185529204,REPO_CPTY_011,bank,2024-12-31,0.15662433185529204,OFZ,252959218.14721885,0.06699703450928139,mock_generator,1.0
REPO_00000112,repo,50602,40768263.42658884,RUB,2024-12-28,2025-01-04,0.15904635875608045,REPO_CPTY_012,bank,2024-12-31,0.15904635875608045,OFZ,43739169.94997865,0.0728730211611663,mock_generator,1.0
REPO_00000113,repo,50601,176983813.43091238,RUB,2024-12-28,2025-01-11,0.15922935534774804,REPO_CPTY_013,bank,2024-12-31,0.15922935534774804,OFZ,193759969.26659223,0.09478920987443067,mock_generator,1.0
REPO_00000114,repo,50601,10000000.0,RUB,2024-12-29,2025-01-05,0.16071040566899422,REPO_CPTY_014,bank,2024-12-31,0.16071040566899422,Corporate_Bonds,11168865.916019548,0.11688659160195473,mock_generator,1.0
REPO_00000115,repo,50601,104596065.05001812,RUB,2024-12-29,2025-01-28,0.16493871988902176,REPO_CPTY_015,bank,2024-12-31,0.16493871988902176,Bank_Bonds,105018628.4333423,0.004039954879011143,mock_generator,1.0
REPO_00000116,repo,50601,54273351.490004025,RUB,2024-12-31,2025-01-01,0.16306633758055672,REPO_CPTY_016,bank,2024-12-31,0.16306633758055672,Corporate_Bonds,58658008.21590243,0.08078839072073835,mock_generator,1.0
REPO_00000117,repo,50601,142311116.47777912,RUB,2024-12-30,2025-01-06,0.15718574333368307,REPO_CPTY_017,bank,2024-12-31,0.15718574333368307,OFZ,150304521.68701768,0.05616852293114199,mock_generator,1.0
REPO_00000118,repo,50601,534161.5536009404,USD,2024-12-30,2025-01-29,0.05254882900047517,REPO_CPTY_018,bank,2024-12-31,0.05254882900047517,Corporate_Bonds,576800.6994109983,0.07982443798625109,mock_generator,1.0
REPO_00000119,repo,50602,5205250.972127717,USD,2024-12-30,2025-01-06,0.05504225585012868,REPO_CPTY_019,bank,2024-12-31,0.05504225585012868,Corporate_Bonds,6241969.896583826,0.19916790372018045,mock_generator,1.0
REPO_00000120,repo,50602,37973394.11535488,RUB,2024-12-31,2025-01-01,0.15914275926295196,REPO_CPTY_020,bank,2024-12-31,0.15914275926295196,Bank_Bonds,41267573.58322156,0.08674967156898539,mock_generator,1.0
REPO_00000121,repo,50602,29294814.55371963,RUB,2024-12-28,2025-03-28,0.16001003016519333,REPO_CPTY_021,bank,2024-12-31,0.16001003016519333,OFZ,31351370.309154972,0.07020204042132153,mock_generator,1.0
REPO_00000122,repo,50601,98944595.91307515,RUB,2024-12-31,2025-01-14,0.1641774855445933,REPO_CPTY_022,bank,2024-12-31,0.1641774855445933,OFZ,107204887.79852062,0.08348401253467452,mock_generator,1.0
